uniprot_id	disopred3perc	iupredperc	abundance	uniprot_symbols	entrez_id	HI	OE	new_oe	drlps_drivers	drpls_clients	dr_all_phase_sep
P43682	8.24	11.34	8.79	SFT1 YKL006C-A YKL006BC	NA	NA	NA	NA	NA	NA	NA
P45818	22.34	22.16	20	ROK1 YGL171W G1651	NA	NA	NA	NA	NA	1	1
P45819	14.52	40.92	1.4	SPO74 YGL170C G1654	NA	NA	NA	NA	NA	1	1
P45820	0.9	0	1.52	HUR1 YGL168W G1663	NA	NA	NA	NA	NA	NA	NA
P45976	76.45	78.89	18.9	FIP1 YJR093C J1911	YJR093C	NA	1	NA	NA	NA	NA
P45978	74.21	83.66	51.3	SCD6 YPR129W P9659.10	YPR129W	NA	1	NA	NA	NA	1
P46151	7.76	10.19	23.3	MET12 YPL023C LPB8C	NA	NA	NA	NA	NA	NA	NA
P46367	9.44	0.96	779	ALD4 ALD7 ALDH2 YOR374W O6730	NA	NA	NA	NA	NA	NA	NA
P46654	7.14	15.47	1648	RPS0B NAB1B NAB4 YST2 YLR048W L2118	NA	NA	NA	NA	NA	NA	NA
P46655	5.36	5.08	960	GUS1 YGL245W G0583 HRB724	NA	NA	NA	NA	NA	1	1
P46669	40.49	42.02	117	RPA43 RRN12 YOR340C O6271	NA	NA	NA	NA	NA	NA	NA
P46670	14.17	0.74	30.8	CIN2 YPL241C P1043	NA	NA	NA	NA	NA	NA	NA
P46671	2.94	12.25	14.8	FAR3 YMR052W YM9796.05	NA	NA	NA	NA	NA	NA	NA
P46672	23.67	29.52	1016	ARC1 G4P1 YGL105W G3085	NA	NA	NA	NA	NA	1	1
P46673	13.3	1.47	91.1	NUP85 RAT9 YJR042W J1624	NA	NA	NA	NA	NA	NA	NA
P46674	49.26	31.2	6.8	SAC3 LEP1 YDR159W YD8358.13	NA	NA	NA	NA	NA	NA	1
P46675	38.51	25.9	33.3	STU2 YLR045C L2108	NA	NA	NA	NA	NA	1	1
P46676	76.36	69.11	21.3	SUM1 YDR310C D9740.19	NA	NA	NA	NA	NA	NA	NA
P46677	52.06	31.05	19.9	TAF1 TAF130 TAF145 YGR274C G9374	YGR274C	1	NA	NA	NA	NA	NA
P46678	74.74	70.2	8.93	BDP1 TFC5 YNL039W N2682	NA	NA	NA	NA	NA	NA	NA
P46679	28.7	5.88	2.1	STB2 YMR053C YM9796.06C	NA	NA	NA	NA	NA	NA	NA
P46680	0.32	1.62	215	AIP1 YMR092C YM9582.17C	NA	NA	NA	NA	NA	NA	NA
P46681	8.86	0.94	162	DLD2 AIP2 YDL178W	NA	NA	NA	NA	NA	NA	NA
P46682	29.66	12.48	75.3	APL6 YKS5 YGR261C G9331	NA	NA	NA	NA	NA	NA	NA
P46683	10	35.5	227	YAR1 YPL239W	NA	NA	NA	NA	NA	1	1
P46784	10.47	14.28	390	RPS10B YMR230W YM9959.12	YMR230W	1	NA	NA	NA	NA	NA
P46943	12.55	0.77	26.4	GUF1 YLR289W L8003.7	NA	NA	NA	NA	NA	NA	NA
P46944	19.34	8.45	65.6	TRS85 GSG1 MUM1 YDR108W YD9727.04	NA	NA	NA	NA	NA	NA	NA
P46945	10.28	6.67	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46946	34.78	40.86	8.81	SAE2 COM1 YGL175C G1639	NA	NA	NA	NA	NA	NA	NA
P46947	35.33	71.42	8.72	BUD13 CWC26 SLC7 YGL174W G1642	NA	NA	NA	NA	NA	NA	NA
P46948	3.25	9.75	57.8	SKI6 ECM20 RRP41 YGR195W G7587	NA	NA	NA	NA	NA	1	1
P46949	88.12	89.84	31.3	FYV8 YGR196C G7589	NA	NA	NA	NA	NA	NA	NA
P46950	21.75	12.61	1.44	SNG1 YGR197C G7591	YGR197C	NA	1	NA	NA	NA	NA
P46951	7.71	2.2	30.7	YPP1 YGR198W G7594	NA	NA	NA	NA	NA	NA	NA
P46954	25.45	6.51	1.47	SIP4 YJL089W J0922	YJL089W	NA	1	NA	NA	NA	NA
P46955	23.14	21.36	1.95	NCA3 YJL116C J0748	YJL116C	NA	1	NA	NA	NA	NA
P46956	7.07	6.75	63.1	PHO86 YJL117W J0744	NA	NA	NA	NA	NA	NA	1
P46957	10.06	5.95	9.02	POL31 HUS2 HYS2 SDP5 YJR006W J1427 YJR83.7	NA	NA	NA	NA	NA	NA	NA
P46958	23.02	31.55	24.8	IDS2 YJL146W J0642	NA	NA	NA	NA	NA	NA	NA
P46959	17.23	10.96	76.1	GCD14 TRM61 YJL125C J0710	NA	NA	NA	NA	NA	NA	NA
P46961	2.5	0.35	6.25	GPI2 GCR4 YPL076W LPF9W	NA	NA	NA	NA	NA	NA	NA
P46962	17.95	1.54	21.4	CTK2 YJL006C J1390	NA	NA	NA	NA	NA	NA	NA
P46963	25	8.1	29.8	CTK3 YML112W YM8339.07	NA	NA	NA	NA	NA	NA	NA
P46964	16.92	0	52.2	OST2 YOR103C YOR3211C	NA	NA	NA	NA	NA	NA	NA
P46965	7.44	0	98.7	SPC1 YJR010C-A YJR010BW	NA	NA	NA	NA	NA	NA	NA
P46969	2.94	3.36	199	RPE1 EPI1 POS18 YJL121C J0731	NA	NA	NA	NA	NA	NA	NA
P46970	9.35	1.71	109	NMD5 KAP119 YJR132W J2112	NA	NA	NA	NA	NA	NA	NA
P46971	10.1	2.75	36.3	PMT4 YJR143C J2176	YJR143C	NA	1	NA	NA	NA	NA
P46972	18.07	0.56	0.601	IMP2 YMR035W YM9973.09	NA	NA	NA	NA	NA	1	1
P46973	16.46	6.09	21.7	HIT1 YJR055W J1705	NA	NA	NA	NA	NA	NA	NA
P46974	59.05	31.66	4.53	RSF2 ZMS1 YJR127C J2052	NA	NA	NA	NA	NA	NA	NA
P46982	11.77	0.68	116	MNN5 YJL186W J0409	NA	NA	NA	NA	NA	NA	NA
P46983	29.01	20.13	1.35	ATG36 YJL185C J0415	YJL185C	NA	1	NA	NA	NA	NA
P46984	18.69	95.93	18.3	GON7 LDB6 PCC2 YJL184W J0420	NA	NA	NA	NA	NA	NA	NA
P46985	15.4	1.65	56.7	MNN11 YJL183W J0425	NA	NA	NA	NA	NA	NA	NA
P46986	1.9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46987	23.89	4.58	2.31	YJL181W J0435	NA	NA	NA	NA	NA	NA	NA
P46988	0	0	32.6	PFD1 GIM6 YJL179W J0488	NA	NA	NA	NA	NA	NA	1
P46989	21.4	9.59	129	ATG27 ETF1 YJL178C J0490	NA	NA	NA	NA	NA	NA	NA
P46990	13.58	20.65	786	RPL17B RPL20B YJL177W J0493	NA	NA	NA	NA	NA	NA	NA
P46991	0.58	0	2.71	YJL175W J0502	NA	NA	NA	NA	NA	NA	NA
P46992	16.91	0	59.1	YJL171C J0512	NA	NA	NA	NA	NA	NA	NA
P46993	17.22	0	1.6	ASG7 YJL170C J0514	NA	NA	NA	NA	NA	NA	NA
P46994	2.45	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46995	39.83	23.46	20.8	SET2 EZL1 KMT3 YJL168C J0520	NA	NA	NA	NA	NA	NA	1
P46996	22.88	7.02	1.58	YJL163C J0544	NA	NA	NA	NA	NA	NA	NA
P46997	49.05	44.25	1.96	JJJ2 YJL162C J0549	YJL162C	NA	1	NA	NA	NA	NA
P46998	13.88	1.11	7.87	FMP33 YJL161W J0552	NA	NA	NA	NA	NA	NA	NA
P46999	46.34	11.49	1.64	PIR5 YJL160C J0555	NA	NA	NA	NA	NA	NA	NA
P47001	28.19	24.22	102	CIS3 CCW11 CCW5 PIR4 SCW8 YJL158C J0561	NA	NA	NA	NA	NA	NA	NA
P47002	24.32	21.03	0.431	SSY5 APF8 YJL156C J0570	NA	NA	NA	NA	NA	NA	NA
P47003	4.2	9.24	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47004	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47005	18.55	7.23	6.59	DAS1 YJL149W J0634	NA	NA	NA	NA	NA	NA	NA
P47006	30.9	33.47	134	RPA34 YJL148W J0637	NA	NA	NA	NA	NA	NA	NA
P47007	11.78	5.23	10	MRX5 YJL147C J0639	NA	NA	NA	NA	NA	NA	NA
P47008	6.8	1.02	156	SFH5 YJL145W J0644	YJL145W	NA	1	NA	NA	NA	NA
P47009	47.11	84.61	6.26	YJL144W J0646	NA	NA	NA	NA	NA	NA	NA
P47010	4.61	0	1.33	IRC9 YJL142C J0650	NA	NA	NA	NA	NA	NA	NA
P47011	23.42	9.73	9.19	GLG2 YJL137C J0663	NA	NA	NA	NA	NA	NA	NA
P47012	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47013	8.8	0.73	3.42	LCB3 LBP1 YSR2 YJL134W J0671	NA	NA	NA	NA	NA	NA	NA
P47014	3.06	0	5.86	YJL132W J0678	NA	NA	NA	NA	NA	NA	NA
P47015	33.14	24.15	39.8	AIM23 YJL131C J0682	NA	NA	NA	NA	NA	NA	NA
P47016	1.3	3.9	2.83	NIT2 YJL126W J0706	NA	NA	NA	NA	NA	NA	NA
P47017	22.09	15.69	94	LSM1 SPB8 YJL124C J0714	NA	NA	NA	NA	NA	NA	1
P47018	45.18	55.23	92.3	MTC1 YJL123C J0718	YJL123C	NA	1	NA	NA	NA	NA
P47019	34.28	50.28	76.1	ALB1 YJL122W J0723	NA	NA	NA	NA	NA	NA	NA
P47020	0.93	0	1.26	YJL120W J0734	NA	NA	NA	NA	NA	NA	NA
P47021	0.93	7.47	1.5	YJL119C J0738	NA	NA	NA	NA	NA	NA	NA
P47022	8.21	9.13	3.8	YJL118W J0742	NA	NA	NA	NA	NA	NA	NA
P47023	14.73	14.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47024	34.44	23.18	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47025	19.32	17.22	39.9	MDV1 FIS2 GAG3 NET2 YJL112W J0802	NA	NA	NA	NA	NA	NA	NA
P47026	5.1	0	16.3	GWT1 YJL091C J0916	NA	NA	NA	NA	NA	NA	NA
P47027	41.36	22.25	28	DPB11 YJL090C J0918	NA	NA	NA	NA	NA	NA	NA
P47028	4.09	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47029	65.58	52.48	11.9	ALY2 ART3 YJL084C J0934	NA	NA	NA	NA	NA	NA	NA
P47030	81.29	71.19	4.38	TAX4 YJL083W J1002	NA	NA	NA	NA	NA	NA	NA
P47031	21.06	8.61	62.1	IML2 YJL082W J1007	NA	NA	NA	NA	NA	NA	NA
P47032	40.46	29.43	18.5	PRY1 YJL079C J1022	NA	NA	NA	NA	NA	NA	NA
P47033	84.1	42.56	38.6	PRY3 YJL078C J1027	NA	NA	NA	NA	NA	NA	NA
P47034	6.1	0	1.55	ICS3 YJL077C J1033	NA	NA	NA	NA	NA	NA	NA
P47035	92.01	85.95	58.2	NET1 CFI1 ESC5 SRM8 YJL076W J1038	NA	NA	NA	NA	NA	NA	NA
P47036	10.86	19.56	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47037	17.64	8.78	39	SMC3 YJL074C J1049	NA	NA	NA	NA	NA	NA	NA
P47038	0.76	0	1.32	YJL064W HRC131 J1120	YJL064W	NA	1	NA	NA	NA	NA
P47039	5.18	1.12	51.2	BNA3 YJL060W J1138	NA	NA	NA	NA	NA	NA	NA
P47040	8.08	0	2.04	YHC3 BTN1 YJL059W J1139	NA	NA	NA	NA	NA	NA	NA
P47041	59.66	31.67	15.2	BIT61 YJL058C J1141	NA	NA	NA	NA	NA	NA	NA
P47042	39.13	10.79	8	IKS1 YJL057C J1143	NA	NA	NA	NA	NA	NA	NA
P47043	46.81	41.7	5.63	ZAP1 YJL056C J1145	YJL056C	NA	1	NA	NA	NA	NA
P47044	12.24	17.14	239	YJL055W J1148	NA	NA	NA	NA	NA	NA	NA
P47045	38.49	21.54	29.4	TIM54 YJL054W J1150	NA	NA	NA	NA	NA	NA	NA
P47046	61.92	55.23	2.11	IRC8 YJL051W J1156	NA	NA	NA	NA	NA	NA	NA
P47047	14.72	16.02	148	MTR4 DOB1 YJL050W J1158	NA	NA	NA	NA	NA	NA	NA
P47048	22.22	24.22	23.1	YJL049W J1162	NA	NA	NA	NA	NA	NA	NA
P47049	36.61	20.45	12.3	UBX6 YJL048C J1164	NA	NA	NA	NA	NA	NA	NA
P47050	11.4	3.08	2.75	RTT101 CUL8 YJL047C J1166	NA	NA	NA	NA	NA	NA	NA
P47051	12.22	1.22	1.91	AIM22 YJL046W J1171	NA	NA	NA	NA	NA	NA	NA
P47052	5.36	8.83	35.3	YJL045W J1194	NA	NA	NA	NA	NA	NA	NA
P47053	3.11	1.55	0.515	YJL043W J1204	NA	NA	NA	NA	NA	NA	NA
P47054	15.38	1.36	71.1	NUP192 YJL039C J1216	NA	NA	NA	NA	NA	NA	NA
P47055	7.3	6.39	1.35	LOH1 OSW4 YJL038C J1232	NA	NA	NA	NA	NA	NA	NA
P47056	1.33	0	1.43	IRC18 OSW6 YJL037W J1234	NA	NA	NA	NA	NA	NA	NA
P47057	8.98	7.56	21.7	SNX4 ATG24 CVT13 YJL036W J1244	NA	NA	NA	NA	NA	NA	NA
P47058	4.8	3.2	7.8	TAD2 YJL035C J1246	NA	NA	NA	NA	NA	NA	NA
P47059	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47061	10.82	3.52	16.8	VPS53 YJL029C J1258	NA	NA	NA	NA	NA	NA	NA
P47062	10.81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47063	11.59	5.79	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47064	17.01	0.51	27	APS3 YKS7 YJL024C J1274	NA	NA	NA	NA	NA	NA	NA
P47065	11.23	2.88	6.38	PET130 YJL023C J1282	NA	NA	NA	NA	NA	NA	NA
P47066	3.92	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47068	73.2	72.6	83.3	BBC1 MTI1 YJL020C J1286 J1305 YJL021C	NA	NA	NA	NA	NA	NA	NA
P47069	31.67	25.36	48.9	MPS3 NEP98 YJL019W J1310 J1315 YJL018W	NA	NA	NA	NA	NA	1	1
P47072	40.1	16.04	32.4	YJL016W J1320 J1326 YJL017W	NA	NA	NA	NA	NA	NA	NA
P47073	3.19	0	1.61	YJL015C J1331	NA	NA	NA	NA	NA	NA	NA
P47074	45.04	29.51	23.3	MAD3 YJL013C J1341	NA	NA	NA	NA	NA	NA	NA
P47075	14.97	9.7	210	VTC4 PHM3 YJL012C J1345	NA	NA	NA	NA	NA	NA	NA
P47076	16.14	21.11	40.7	RPC17 YJL011C J1349	NA	NA	NA	NA	NA	NA	NA
P47077	18.61	10.81	65.4	NOP9 YJL010C J1357	NA	NA	NA	NA	NA	1	1
P47078	0.92	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47079	5.45	4.57	149	CCT8 YJL008C J1374	NA	NA	NA	NA	NA	1	1
P47080	11.53	11.53	1.55	YJL007C J1379	NA	NA	NA	NA	NA	NA	NA
P47081	19.49	0	6.93	COX16 YJL003W J1403 YJR83.2	NA	NA	NA	NA	NA	NA	NA
P47082	27.74	12.45	16.1	AVT1 YJR001W J1409 YJR83.4	NA	NA	NA	NA	NA	NA	NA
P47083	55.81	63.4	33.6	MPP10 YJR002W J1411 YJR83.5	NA	NA	NA	NA	NA	1	1
P47084	4.23	0	46.7	MRX12 YJR003C J1415 YJR83.30	YJR003C	NA	1	NA	NA	NA	NA
P47085	5.02	0.88	7.99	MHO1 YJR008W J1431 YJR83.9	NA	NA	NA	NA	NA	NA	NA
P47086	8.42	3.06	27.1	YJR011C J1438 YJR83.26	NA	NA	NA	NA	NA	NA	NA
P47087	35.26	41.54	5.28	YJR012C J1440 YJR83.25	NA	NA	NA	NA	NA	NA	NA
P47088	5.95	0.99	11	GPI14 PMH1 YJR013W J1444 YJR83.11	NA	NA	NA	NA	NA	NA	NA
P47089	24.74	3.53	243	TMA22 RBF22 YJR014W J1446 YJR83.12	NA	NA	NA	NA	NA	NA	NA
P47090	14.9	7.05	10	YJR015W J1448	NA	NA	NA	NA	NA	NA	NA
P47091	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47092	0.9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47093	2.75	0	16.3	LSM8 YJR022W J1464 YJR83.16	NA	NA	NA	NA	NA	NA	NA
P47094	18.04	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47095	7.78	1.22	13.5	MDE1 YJR024C J1545 YJR83.18	NA	NA	NA	NA	NA	NA	NA
P47096	2.25	0.56	139	BNA1 HAD1 YJR025C J1550	NA	NA	NA	NA	NA	NA	NA
P47098	34.52	33.56	4.92	TY1B-JR1 YJRWTy1-1 POL YJR027W J1560	NA	NA	NA	NA	NA	NA	NA
P47099	55.22	58.18	16.2	TY1A-JR2 YJRWTy1-2 GAG YJR028W J1565	NA	NA	NA	NA	NA	NA	NA
P47100	34.98	33.56	4.94	TY1B-JR2 YJRWTy1-2 POL YJR029W J1570	NA	NA	NA	NA	NA	NA	NA
P47101	39.59	11.94	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47102	22.15	5.61	30	GEA1 YJR031C J1580	NA	NA	NA	NA	NA	NA	NA
P47103	0.5	0.5	44.1	CPR7 YJR032W J1585	NA	NA	NA	NA	NA	NA	NA
P47104	17.02	10.53	9.74	RAV1 SOI3 YJR033C J1590	NA	NA	NA	NA	NA	NA	NA
P47105	7.87	16.53	1.44	YJR037W J1610	NA	NA	NA	NA	NA	NA	NA
P47106	9.16	10	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47107	4.54	0	1.65	YJR039W J1614	NA	NA	NA	NA	NA	NA	NA
P47108	6.21	0.34	35.9	URB2 NPA2 YJR041C J1622	NA	NA	NA	NA	NA	NA	NA
P47110	61.14	63.14	20.4	POL32 YJR043C J1626	YJR043C	NA	1	NA	NA	NA	NA
P47111	17.85	0	26.8	VPS55 YJR044C J1637	NA	NA	NA	NA	NA	NA	NA
P47112	15.39	5.96	19.9	TAH11 CDT1 SID2 YJR046W J1641	NA	NA	NA	NA	NA	NA	NA
P47113	70.55	60.97	9.99	BFA1 YJR053W J1667	NA	NA	NA	NA	NA	1	1
P47114	44.86	26.55	5.57	KCH1 YJR054W J1669	YJR054W	NA	1	NA	NA	NA	NA
P47115	69.06	59.32	16.8	YJR056C J1710	NA	NA	NA	NA	NA	NA	NA
P47116	58.67	55.86	53.1	PTK2 STK2 YJR059W J1725	NA	NA	NA	NA	NA	NA	NA
P47117	8.68	4	95.6	ARP3 ACT4 YJR065C J1760	NA	NA	NA	NA	NA	1	1
P47118	10.63	5.67	17.6	YAE1 YJR067C J1805	NA	NA	NA	NA	NA	NA	NA
P47119	1.01	0	104	HAM1 YJR069C J1811	NA	NA	NA	NA	NA	NA	NA
P47120	5.23	16.92	580	LIA1 MMD1 YJR070C J1814	NA	NA	NA	NA	NA	1	1
P47121	10.65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47122	24.67	26.49	153	NPA3 EPA1 GPN1 YJR072C J1821	NA	NA	NA	NA	NA	NA	NA
P47123	11.46	13.3	29.9	MOG1 YJR074W J1827	NA	NA	NA	NA	NA	NA	NA
P47124	22.47	2.77	74.8	HOC1 YJR075W J1830	NA	NA	NA	NA	NA	NA	NA
P47125	14.56	6.18	10.6	BNA2 YJR078W J1840	NA	NA	NA	NA	NA	NA	NA
P47126	0.91	0	7.47	YJR079W J1843	NA	NA	NA	NA	NA	NA	NA
P47127	24.87	4.06	39	AIM24 FMP26 YJR080C J1847	NA	NA	NA	NA	NA	NA	NA
P47128	15.92	72.56	6.1	EAF6 YJR082C J1854	NA	NA	NA	NA	NA	NA	NA
P47129	54.04	90.93	20.4	ACF4 YJR083C J1857	NA	NA	NA	NA	NA	NA	NA
P47130	1.41	0.94	23.3	CSN12 YJR084W J1860	NA	NA	NA	NA	NA	NA	NA
P47131	1.9	0	23.2	YJR085C J1863	NA	NA	NA	NA	NA	NA	NA
P47132	1.72	0	108	YJR087W J1870	NA	NA	NA	NA	NA	NA	NA
P47133	1.02	0	109	EMC2 YJR088C J1875	NA	NA	NA	NA	NA	NA	NA
P47134	64.98	51.46	2.05	BIR1 YJR089W J1880	NA	NA	NA	NA	NA	NA	NA
P47135	62.41	52.52	19.9	JSN1 PUF1 YJR091C J1890	YJR091C	NA	1	NA	NA	NA	NA
P47136	80.99	62.12	16.2	BUD4 YJR092W J1905	NA	NA	NA	NA	NA	NA	NA
P47137	0.7	0.7	136	YJR096W J1926	NA	NA	NA	NA	NA	NA	NA
P47138	10.46	2.32	21.1	JJJ3 DPH4 YJR097W J1931	NA	NA	NA	NA	NA	NA	NA
P47139	35.51	16	15.4	YJR098C J1936	NA	NA	NA	NA	NA	NA	NA
P47140	21.71	2.14	1.81	AIM25 YJR100C J1946	NA	NA	NA	NA	NA	NA	NA
P47141	12.4	0	40.8	RSM26 YJR101W J1952	NA	NA	NA	NA	NA	NA	NA
P47142	6.43	7.42	1.62	VPS25 VPT25 YJR102C J1957	NA	NA	NA	NA	NA	NA	NA
P47143	0.58	0	683	ADO1 YJR105W J1973	NA	NA	NA	NA	NA	NA	1
P47144	21.37	11.31	1.45	ECM27 YJR106W J1978	NA	NA	NA	NA	NA	NA	NA
P47145	4.57	0	1.54	LIH1 YJR107W J1983	NA	NA	NA	NA	NA	NA	NA
P47146	0.81	0	1.59	ABM1 YJR108W J1988	NA	NA	NA	NA	NA	NA	NA
P47147	18.75	6.97	13.6	YMR1 YJR110W J2007	NA	NA	NA	NA	NA	NA	NA
P47148	12.36	8.12	39.5	PXP2 YJR111C J2009	NA	NA	NA	NA	NA	NA	NA
P47149	5.97	10.44	26.7	NNF1 YJR112W J2011	NA	NA	NA	NA	NA	1	1
P47150	15.78	14.17	38.5	RSM7 YJR113C J2020	NA	NA	NA	NA	NA	NA	NA
P47151	3.07	0	1.55	YJR114W J2024	NA	NA	NA	NA	NA	NA	NA
P47152	24.26	11.83	2.04	YJR115W J2027	NA	NA	NA	NA	NA	NA	1
P47153	6.81	0	4.29	TDA4 YJR116W J2031	NA	NA	NA	NA	NA	NA	NA
P47154	4.63	0	220	STE24 AFC1 YJR117W J2032	YJR117W	NA	1	NA	NA	NA	NA
P47155	33.99	16.25	12.4	ILM1 YJR118C J2033	NA	NA	NA	NA	NA	NA	NA
P47156	13.87	0.68	6.92	JHD2 YJR119C J2035	NA	NA	NA	NA	NA	NA	NA
P47157	0	12.06	1.61	YJR120W J2039	NA	NA	NA	NA	NA	NA	NA
P47158	25.15	7.84	22.9	IBA57 CAF17 YJR122W J2043	NA	NA	NA	NA	NA	NA	NA
P47159	13.39	4.46	0.065	YJR124C J2046	YJR124C	NA	1	NA	NA	NA	NA
P47160	66.17	59.31	30	ENT3 YJR125C J2048	NA	NA	NA	NA	NA	1	1
P47161	9.86	15.16	719	VPS70 YJR126C J2050	YJR126C	NA	1	NA	NA	NA	NA
P47162	10.92	16.8	1.72	YJR128W J2059	NA	NA	NA	NA	NA	NA	NA
P47163	0.58	0	12.2	EFM3 YJR129C J2061	NA	NA	NA	NA	NA	NA	NA
P47164	8.45	5.94	42.1	STR2 YJR130C J2063	NA	NA	NA	NA	NA	NA	NA
P47165	3.82	6.22	12.4	XPT1 YJR133W J2118	NA	NA	NA	NA	NA	1	1
P47166	43.56	54.03	14.4	SGM1 YJR134C J2120	NA	NA	NA	NA	NA	NA	NA
P47167	4.18	4.18	9.17	MCM22 YJR135C J2122	NA	NA	NA	NA	NA	NA	NA
P47168	6.65	0	12.3	TTI2 YJR136C J2124	NA	NA	NA	NA	NA	NA	NA
P47169	10.81	6.24	131	MET5 ECM17 YJR137C J2126	NA	NA	NA	NA	NA	1	1
P47170	39.77	15.15	5.31	IML1 SEA1 YJR138W J2129	NA	NA	NA	NA	NA	NA	NA
P47171	25.18	8.07	11.7	HIR3 HPC1 YJR140C J2161	NA	NA	NA	NA	NA	NA	NA
P47172	4.03	0	6.51	YJR141W J2166	NA	NA	NA	NA	NA	NA	NA
P47173	3.21	0	23.8	YJR142W J2171	NA	NA	NA	NA	NA	NA	NA
P47174	5.12	0	8.32	YJR146W J2200	NA	NA	NA	NA	NA	NA	NA
P47175	33.51	0.55	19.4	HMS2 YJR147W J2204	NA	NA	NA	NA	NA	NA	NA
P47176	0.79	3.45	359	BAT2 TWT2 YJR148W J2209	NA	NA	NA	NA	NA	1	1
P47177	4.7	2.22	4.32	YJR149W J2213	NA	NA	NA	NA	NA	NA	NA
P47178	63.75	28.85	0.106	DAN1 CCW13 YJR150C J2217	NA	NA	NA	NA	NA	NA	NA
P47179	100	44.18	5.76	DAN4 YJR151C J2223	NA	NA	NA	NA	NA	NA	NA
P47180	5.81	0.83	0.282	PGU1 PGL1 PSM1 YJR153W J2235	NA	NA	NA	NA	NA	NA	NA
P47181	4.62	1.44	12.7	YJR154W J2240	NA	NA	NA	NA	NA	NA	NA
P47182	5.2	1.38	1.59	AAD10 YJR155W J2245	YJR155W	NA	1	NA	NA	NA	NA
P47183	0.58	0	6.42	THI11 YJR156C J2250	NA	NA	NA	NA	NA	NA	NA
P47184	2.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47185	12.87	3.7	0.021	HXT16 YJR158W J2260	NA	NA	NA	NA	NA	NA	NA
P47187	9.39	0	7.48	COS5 YJR161C J2410	NA	NA	NA	NA	NA	NA	NA
P47188	2.58	0	1.42	YJR162C J2420	NA	NA	NA	NA	NA	NA	NA
P47190	6.9	0.53	19.8	PMT3 YOR321W O6148	NA	NA	NA	NA	NA	NA	NA
P47771	1.97	3.55	39.9	ALD2 ALD5 YMR170C YM8520.19C	NA	NA	NA	NA	NA	NA	NA
P47818	28.88	17.7	35.6	CCC1 YLR220W L8083.6	YLR220W	NA	1	NA	NA	1	1
P47821	8.66	0.92	2.19	SSN8 GIG3 NUT9 SRB11 UME3 YNL025C N2805	NA	NA	NA	NA	NA	NA	NA
P47822	4.28	13.57	15.5	SRB7 MED21 YDR308C D9740.17	YDR308C	1	NA	NA	NA	NA	NA
P47912	1.44	3.31	535	FAA4 YMR246W YM9408.08	YMR246W	NA	1	NA	NA	1	1
P47976	69.84	32.92	2.03	CTH1 YDR151C YD8358.07C	YDR151C	NA	1	NA	NA	NA	NA
P47977	56.84	37.89	2.94	TIS11 CTH2 YLR136C L3143 L9606.12	NA	NA	NA	NA	NA	1	1
P47988	22	17.91	10.2	TEA1 YOR337W O6257	NA	NA	NA	NA	NA	NA	NA
P48015	2.5	0	198	GCV1 YDR019C YD9335.05C	NA	NA	NA	NA	NA	NA	NA
P48016	12.38	4.21	1.45	ATH1 YPR026W YP9367.06	NA	NA	NA	NA	NA	NA	NA
P48164	4.21	6.31	1140	RPS7B YNL096C N2212	YNL096C	1	NA	NA	NA	NA	NA
P48231	16.55	6.45	98.6	TCB2 YNL087W N2250	NA	NA	NA	NA	NA	NA	NA
P48232	11.76	8.82	9.42	SNN1 YNL086W N2254	NA	NA	NA	NA	NA	NA	NA
P48234	30.69	32.24	37.2	ENP2 YGR145W G6623	NA	NA	NA	NA	NA	NA	NA
P48235	10.9	37.44	6.15	ECL1 YGR146C G6626	NA	NA	NA	NA	NA	NA	1
P48236	19.67	3.24	2.89	GPC1 YGR149W G6639	NA	NA	NA	NA	NA	NA	NA
P48237	12.73	6.01	44.1	CCM1 DMR1 RRG2 YGR150C G6642	NA	NA	NA	NA	NA	NA	NA
P48238	4.14	12.44	1.59	YGR153W G6661	NA	NA	NA	NA	NA	NA	NA
P48239	1.96	0	2.02	GTO1 YGR154C G6664	NA	NA	NA	NA	NA	NA	NA
P48240	12.4	22.8	71.1	MTR3 YGR158C G6676	YGR158C	1	NA	NA	NA	1	1
