"uniprot_id"	"disopred_percent_bin"	"iupred_percent_bin"
"11935"	"Q9NYL5"	"low"	"low"
"11936"	"P35606"	"low"	"mid"
"11937"	"O43174"	"low"	"low"
"11938"	"P20674"	"mid"	"low"
"11939"	"Q13324"	"low"	"low"
"11940"	"P05181"	"low"	"low"
"11941"	"A6NEN9"	"high"	"high"
"11942"	"Q9NRR1"	"mid"	"low"
"11943"	"P01036"	"mid"	"low"
"11944"	"Q96F07"	"low"	"low"
"11945"	"Q8WYA6"	"mid"	"mid"
"11946"	"Q96CG8"	"mid"	"mid"
"11947"	"Q6PH85"	"low"	"low"
"11948"	"Q8WXF8"	"high"	"high"
"11949"	"P56179"	"high"	"high"
"11950"	"P56178"	"high"	"high"
"11951"	"P49619"	"mid"	"mid"
"11952"	"O14639"	"high"	"high"
"11953"	"Q9NRK6"	"mid"	"low"
"11954"	"Q9NP78"	"mid"	"low"
"11955"	"Q9H2F3"	"low"	"low"
"11956"	"U3KPV4"	"low"	"low"
"11957"	"P08172"	"high"	"high"
"11958"	"P05408"	"mid"	"high"
"11959"	"Q9H7C9"	"low"	"mid"
"11960"	"Q9H8T0"	"high"	"high"
"11961"	"A9YTQ3"	"high"	"high"
"11962"	"Q8TCU4"	"high"	"high"
"11963"	"P19021"	"mid"	"mid"
"11964"	"Q16671"	"mid"	"mid"
"11965"	"Q9UKV8"	"low"	"mid"
"11966"	"P08319"	"low"	"low"
"11967"	"P35858"	"low"	"low"
"11968"	"Q8IY63"	"high"	"high"
"11969"	"Q13443"	"mid"	"mid"
"11970"	"O60241"	"high"	"high"
"11971"	"Q92685"	"low"	"low"
"11972"	"Q6NUN0"	"low"	"low"
"11973"	"Q5XXA6"	"mid"	"mid"
"11974"	"Q96P48"	"high"	"mid"
"11975"	"Q8J025"	"mid"	"mid"
"11976"	"Q8WZ64"	"high"	"mid"
"11977"	"Q9BXX3"	"high"	"high"
"11978"	"C9JTQ0"	"mid"	"high"
"11979"	"Q9HDC9"	"mid"	"mid"
"11980"	"O00203"	"mid"	"mid"
"11981"	"Q8IVJ8"	"low"	"mid"
"11982"	"A6NF34"	"high"	"mid"
"11983"	"Q7Z2E3"	"low"	"mid"
"11984"	"P02647"	"low"	"mid"
"11985"	"P07355"	"low"	"low"
"11986"	"Q6Q788"	"low"	"high"
"11987"	"Q6UXH0"	"mid"	"low"
"11988"	"P13928"	"low"	"low"
"11989"	"P18847"	"high"	"high"
"11990"	"P00966"	"low"	"mid"
"11991"	"Q6DD88"	"low"	"low"
"11992"	"Q8N1D0"	"low"	"high"
"11993"	"P11021"	"low"	"mid"
"11994"	"Q8IWQ3"	"high"	"high"
"11995"	"A1A5D9"	"high"	"high"
"11996"	"Q6W2J9"	"high"	"high"
"11997"	"O95817"	"high"	"high"
"11998"	"O15382"	"low"	"low"
"11999"	"P53634"	"low"	"low"
"12000"	"A6NN90"	"high"	"high"
"12001"	"Q96EE4"	"high"	"mid"
"12002"	"Q9NQ75"	"high"	"high"
"12003"	"Q9BUN5"	"high"	"high"
"12004"	"Q0VFZ6"	"mid"	"high"
"12005"	"A6NGH7"	"mid"	"high"
"12006"	"P16870"	"low"	"mid"
"12007"	"Q96LW7"	"low"	"mid"
"12008"	"Q13936"	"high"	"high"
"12009"	"Q5U5Z8"	"high"	"mid"
"12010"	"Q3SY05"	"low"	"high"
"12011"	"P57730"	"low"	"mid"
"12012"	"Q86Z23"	"mid"	"high"
"12013"	"Q13319"	"high"	"high"
"12014"	"P31358"	"high"	"low"
"12015"	"P32970"	"mid"	"low"
"12016"	"Q96GN5"	"high"	"high"
"12017"	"P0CG36"	"mid"	"mid"
"12018"	"A8MTT3"	"mid"	"low"
"12019"	"Q9H3H3"	"mid"	"mid"
"12020"	"A0A1B0GVM6"	"high"	"high"
"12021"	"Q16543"	"mid"	"high"
"12022"	"A6NNL5"	"mid"	"low"
"12023"	"P33552"	"low"	"low"
"12024"	"Q9UDT6"	"high"	"high"
"12025"	"P49760"	"high"	"high"
"12026"	"A2RUQ5"	"mid"	"mid"
"12027"	"Q6UVK1"	"low"	"mid"
"12028"	"P05093"	"low"	"low"
"12029"	"Q9P2I0"	"mid"	"mid"
"12030"	"Q9H6X5"	"high"	"high"
"12031"	"Q9NSK7"	"low"	"low"
"12032"	"Q99715"	"high"	"high"
"12033"	"O75629"	"mid"	"mid"
"12034"	"Q9P021"	"mid"	"mid"
"12035"	"Q9HBI6"	"low"	"low"
"12036"	"P01037"	"mid"	"low"
"12037"	"P50461"	"low"	"mid"
"12038"	"O43246"	"mid"	"low"
"12039"	"Q9H7T0"	"low"	"low"
"12040"	"Q6P5X5"	"low"	"mid"
"12041"	"A6NN92"	"low"	"low"
"12042"	"Q9UJ94"	"low"	"mid"
"12043"	"Q9NXE8"	"high"	"high"
"12044"	"Q1MSJ5"	"high"	"high"
"12045"	"O94830"	"high"	"mid"
"12046"	"Q9UJV9"	"mid"	"mid"
"12047"	"Q9H816"	"high"	"mid"
"12048"	"Q92841"	"high"	"high"
"12049"	"Q9BQY9"	"high"	"high"
"12050"	"Q5H9U9"	"mid"	"low"
"12051"	"Q9UJU6"	"high"	"high"
"12052"	"Q8TCE6"	"low"	"low"
"12053"	"P98082"	"high"	"high"
"12054"	"Q8WV16"	"mid"	"mid"
"12055"	"Q9UBP4"	"mid"	"high"
"12056"	"Q9Y485"	"high"	"mid"
"12057"	"Q9UDY4"	"mid"	"mid"
"12058"	"O75907"	"mid"	"mid"
"12059"	"Q6IED9"	"low"	"mid"
"12060"	"Q9HB71"	"high"	"mid"
"12061"	"Q9HCS5"	"high"	"high"
"12062"	"Q9H329"	"high"	"high"
"12063"	"P28340"	"low"	"mid"
"12064"	"Q02487"	"mid"	"mid"
"12065"	"Q9BQ95"	"mid"	"mid"
"12066"	"P42892"	"low"	"low"
"12067"	"P01023"	"low"	"low"
"12068"	"Q9UKV3"	"high"	"high"
"12069"	"Q96AP0"	"high"	"high"
"12070"	"Q9H161"	"high"	"high"
"12071"	"Q6UXT8"	"mid"	"mid"
"12072"	"O94788"	"mid"	"low"
"12073"	"Q96JD6"	"low"	"low"
"12074"	"P07311"	"low"	"mid"
"12075"	"P14621"	"low"	"mid"
"12076"	"P35318"	"high"	"high"
"12077"	"Q8IZF2"	"mid"	"low"
"12078"	"A8MUL3"	"low"	"mid"
"12079"	"Q8IVF6"	"mid"	"mid"
"12080"	"Q9NVM4"	"low"	"low"
"12081"	"O60678"	"mid"	"mid"
"12082"	"P61204"	"low"	"low"
"12083"	"Q8TER5"	"high"	"high"
"12084"	"Q3SXY8"	"high"	"high"
"12085"	"Q8IWZ3"	"high"	"high"
"12086"	"Q9HBK9"	"low"	"low"
"12087"	"P46597"	"low"	"low"
"12088"	"Q6ZVZ8"	"low"	"mid"
"12089"	"Q7L266"	"low"	"mid"
"12090"	"Q9BVC5"	"high"	"high"
"12091"	"P42127"	"high"	"mid"
"12092"	"C9JDP6"	"mid"	"low"
"12093"	"P23634"	"mid"	"mid"
"12094"	"O14493"	"low"	"low"
"12095"	"Q9Y2T1"	"high"	"high"
"12096"	"Q9Y679"	"mid"	"mid"
"12097"	"O43313"	"high"	"high"
"12098"	"Q9BSF8"	"high"	"high"
"12099"	"Q07812"	"mid"	"mid"
"12100"	"Q8WY22"	"mid"	"low"
"12101"	"Q13867"	"low"	"low"
"12102"	"P54132"	"high"	"high"
"12103"	"Q3C1V8"	"high"	"high"
"12104"	"Q8WZ55"	"high"	"high"
"12105"	"Q13410"	"mid"	"mid"
"12106"	"Q01954"	"high"	"high"
"12107"	"Q9H3F6"	"mid"	"mid"
"12108"	"Q96B45"	"low"	"mid"
"12109"	"O00512"	"high"	"high"
"12110"	"Q9H6U6"	"high"	"high"
"12111"	"Q9UL15"	"mid"	"mid"
"12112"	"Q16663"	"mid"	"low"
"12113"	"Q8WUD4"	"high"	"high"
"12114"	"Q9UBX1"	"low"	"mid"
"12115"	"A8MZ97"	"mid"	"high"
"12116"	"P45973"	"mid"	"high"
"12117"	"Q96MF4"	"high"	"high"
"12118"	"A6NHC0"	"low"	"low"
"12119"	"Q7Z3E2"	"high"	"high"
"12120"	"Q13939"	"low"	"low"
"12121"	"P40121"	"low"	"mid"
"12122"	"Q5EG05"	"mid"	"low"
"12123"	"Q3MJ40"	"high"	"high"
"12124"	"Q5XLA6"	"mid"	"low"
"12125"	"Q9BWL3"	"mid"	"mid"
"12126"	"Q86VB7"	"low"	"low"
"12127"	"P00915"	"low"	"mid"
"12128"	"Q9ULB5"	"mid"	"mid"
"12129"	"Q15517"	"high"	"high"
"12130"	"Q15078"	"high"	"high"
"12131"	"Q6P047"	"mid"	"mid"
"12132"	"Q9H444"	"mid"	"high"
"12133"	"Q8NI28"	"low"	"mid"
"12134"	"Q96N11"	"low"	"mid"
"12135"	"P21127"	"high"	"high"
"12136"	"Q5T1J5"	"high"	"high"
"12137"	"Q9BRQ4"	"low"	"low"
"12138"	"O96017"	"mid"	"mid"
"12139"	"Q16878"	"low"	"mid"
"12140"	"P46527"	"high"	"high"
"12141"	"Q7LGC8"	"mid"	"mid"
"12142"	"Q5VV42"	"mid"	"mid"
"12143"	"Q9HCU4"	"mid"	"mid"
"12144"	"P49450"	"high"	"high"
"12145"	"Q9H6B4"	"high"	"high"
"12146"	"A8K4G0"	"high"	"mid"
"12147"	"Q8N4M7"	"low"	"low"
"12148"	"Q5EBM0"	"low"	"mid"
"12149"	"Q6JBY9"	"high"	"high"
"12150"	"Q9BWP8"	"high"	"high"
"12151"	"P04118"	"mid"	"low"
"12152"	"Q9BXS0"	"high"	"high"
"12153"	"Q9H4W6"	"high"	"high"
"12154"	"P78310"	"mid"	"mid"
"12155"	"Q7RTX7"	"mid"	"mid"
"12156"	"Q86XM0"	"low"	"low"
"12157"	"Q8WZ74"	"high"	"high"
"12158"	"Q5T1A1"	"mid"	"mid"
"12159"	"Q96C57"	"high"	"high"
"12160"	"P59666"	"mid"	"low"
"12161"	"Q08495"	"high"	"high"
"12162"	"Q96EP5"	"high"	"high"
"12163"	"A6NGE4"	"high"	"high"
"12164"	"O43293"	"low"	"mid"
"12165"	"Q9NQ92"	"high"	"high"
"12166"	"Q9BWK5"	"high"	"high"
"12167"	"Q9NTQ9"	"high"	"low"
"12168"	"Q5DJT8"	"high"	"high"
"12169"	"Q5JQC4"	"high"	"high"
"12170"	"A6NM66"	"mid"	"mid"
"12171"	"Q8IWT3"	"high"	"mid"
"12172"	"Q9NY93"	"mid"	"mid"
"12173"	"Q8TEH3"	"high"	"high"
"12174"	"Q5TEA3"	"mid"	"low"
"12175"	"Q14565"	"low"	"mid"
"12176"	"Q8NFT6"	"high"	"high"
"12177"	"P60981"	"low"	"low"
"12178"	"Q8TDJ6"	"high"	"mid"
"12179"	"Q7L7V1"	"low"	"low"
"12180"	"Q7Z478"	"high"	"mid"
"12181"	"P51659"	"low"	"low"
"12182"	"Q9NP97"	"low"	"mid"
"12183"	"P28067"	"mid"	"low"
"12184"	"Q9BQI3"	"high"	"mid"
"12185"	"Q9H4A9"	"mid"	"mid"
"12186"	"Q86TI2"	"low"	"low"
"12187"	"Q6UWV6"	"mid"	"mid"
"12188"	"P15036"	"high"	"mid"
"12189"	"P0C7A2"	"high"	"high"
"12190"	"Q96EB1"	"mid"	"low"
"12191"	"P60507"	"mid"	"low"
"12192"	"Q6ZT52"	"high"	"high"
"12193"	"H0Y354"	"low"	"low"
"12194"	"Q9NSI2"	"high"	"high"
"12195"	"B1ANY3"	"mid"	"high"
"12196"	"Q9Y2D4"	"mid"	"mid"
"12197"	"Q5U5X8"	"high"	"high"
"12198"	"Q99502"	"high"	"high"
"12199"	"P0C875"	"mid"	"mid"
"12200"	"O00167"	"high"	"mid"
"12201"	"Q9NY74"	"high"	"high"
"12202"	"A0A1B0GTK4"	"low"	"low"
"12203"	"Q9BS26"	"low"	"mid"
"12204"	"P0DP71"	"low"	"high"
"12205"	"Q52LJ0"	"low"	"mid"
"12206"	"Q96KT0"	"low"	"mid"
"12207"	"Q9UQ84"	"high"	"high"
"12208"	"Q2NKX8"	"high"	"high"
"12209"	"Q9Y6I3"	"high"	"high"
"12210"	"Q14507"	"low"	"low"
"12211"	"Q14534"	"mid"	"low"
"12212"	"Q96AY3"	"low"	"mid"
"12213"	"Q99645"	"mid"	"mid"
"12214"	"Q8IVF7"	"high"	"mid"
"12215"	"Q9Y297"	"mid"	"low"
"12216"	"O94952"	"low"	"low"
"12217"	"Q99581"	"high"	"mid"
"12218"	"Q96CD0"	"low"	"low"
"12219"	"Q96C11"	"low"	"low"
"12220"	"Q8TBJ5"	"mid"	"mid"
"12221"	"A8MUU1"	"low"	"mid"
"12222"	"Q7Z6J4"	"mid"	"mid"
"12223"	"Q02985"	"low"	"low"
"12224"	"Q5TZK3"	"low"	"high"
"12225"	"Q6NZ36"	"high"	"high"
"12226"	"Q9NW38"	"low"	"low"
"12227"	"Q9UN86"	"high"	"high"
"12228"	"Q9ULW2"	"mid"	"low"
"12229"	"A9Z1Z3"	"mid"	"mid"
"12230"	"Q14802"	"high"	"mid"
"12231"	"P59646"	"high"	"low"
"12232"	"O75344"	"low"	"low"
"12233"	"Q96CU9"	"low"	"mid"
"12234"	"Q96NE9"	"high"	"mid"
"12235"	"P0DPI2"	NA	NA
"12236"	"Q6VB84"	"high"	"high"
"12237"	"O95073"	"mid"	"high"
"12238"	"P27539"	"mid"	"mid"
"12239"	"Q6ZNI0"	"mid"	"low"
"12240"	"Q9NR23"	"mid"	"low"
"12241"	"P29992"	"low"	"low"
"12242"	"Q9NYM4"	"mid"	"low"
"12243"	"P35052"	"mid"	"mid"
"12244"	"Q9HCN4"	"mid"	"mid"
"12245"	"Q7Z601"	"mid"	"mid"
"12246"	"Q5T7V8"	"high"	"high"
"12247"	"P62993"	"low"	"low"
"12248"	"Q16538"	"high"	"high"
"12249"	"P41594"	"high"	"mid"
"12250"	"O15063"	"high"	"high"
"12251"	"Q8TAX9"	"low"	"mid"
"12252"	"Q9ULT8"	"high"	"high"
"12253"	"Q8NG08"	"mid"	"mid"
"12254"	"Q96LI6"	"high"	"mid"
"12255"	"P83105"	"mid"	"low"
"12256"	"B2RXH8"	"high"	"high"
"12257"	"P05019"	"high"	"high"
"12258"	"Q9HBG6"	"low"	"low"
"12259"	"O75054"	"mid"	"mid"
"12260"	"Q8N6P7"	"high"	"high"
"12261"	"Q9HBE4"	"mid"	"high"
"12262"	"P18510"	"low"	"low"
"12263"	"Q13099"	"mid"	"mid"
"12264"	"Q9NVR2"	"mid"	"low"
"12265"	"P06213"	"mid"	"mid"
"12266"	"Q9H3R0"	"high"	"high"
"12267"	"Q9BYR9"	"low"	"low"
"12268"	"Q8NHK3"	"mid"	"high"
"12269"	"P41229"	"high"	"mid"
"12270"	"Q6L8H2"	"low"	"low"
"12271"	"Q6L8G9"	"low"	"low"
"12272"	"Q3LI54"	"low"	"low"
"12273"	"Q14681"	"high"	"high"
"12274"	"Q16774"	"low"	"mid"
"12275"	"Q9BYQ6"	"low"	"low"
"12276"	"O15037"	"high"	"high"
"12277"	"O43896"	"high"	"high"
"12278"	"Q13555"	"mid"	"mid"
"12279"	"Q3LI68"	"low"	"low"
"12280"	"P48048"	"mid"	"low"
"12281"	"Q96L42"	"high"	"mid"
"12282"	"Q9UIX4"	"mid"	"mid"
"12283"	"O75840"	"high"	"mid"
"12284"	"Q9UK32"	"low"	"mid"
"12285"	"Q9BXU9"	"low"	"low"
"12286"	"Q8TDN4"	"high"	"high"
"12287"	"Q96A19"	"high"	"high"
"12288"	"Q6UWJ8"	"mid"	"mid"
"12289"	"Q15878"	"high"	"high"
"12290"	"Q9P1Z2"	"mid"	"high"
"12291"	"Q9ULX7"	"low"	"mid"
"12292"	"Q16880"	"mid"	"low"
"12293"	"Q96D53"	"mid"	"mid"
"12294"	"Q9Y3A0"	"mid"	"mid"
"12295"	"Q8IVE0"	"mid"	"high"
"12296"	"Q5W186"	"mid"	"low"
"12297"	"P09228"	"mid"	"low"
"12298"	"O60931"	"low"	"low"
"12299"	"Q05D32"	"high"	"high"
"12300"	"Q96LM9"	"low"	"low"
"12301"	"Q6IC83"	"low"	"high"
"12302"	"P58512"	"low"	"high"
"12303"	"Q9NTM9"	"low"	"mid"
"12304"	"P19113"	"mid"	"mid"
"12305"	"Q8NEL9"	"high"	"high"
"12306"	"Q92564"	"high"	"mid"
"12307"	"O00571"	"high"	"high"
"12308"	"Q9NUI1"	"low"	"low"
"12309"	"Q9H9R9"	"high"	"high"
"12310"	"Q8IV53"	"high"	"high"
"12311"	"Q9BSY9"	"mid"	"mid"
"12312"	"Q7Z5J1"	"low"	"mid"
"12313"	"Q30KQ7"	"mid"	"low"
"12314"	"O43323"	"mid"	"low"
"12315"	"Q9NXW2"	"mid"	"high"
"12316"	"P09417"	"low"	"low"
"12317"	"P61962"	"low"	"low"
"12318"	"Q09013"	"mid"	"high"
"12319"	"Q13011"	"mid"	"low"
"12320"	"Q08426"	"low"	"low"
"12321"	"Q96T75"	"low"	"mid"
"12322"	"Q13627"	"high"	"high"
"12323"	"O95620"	"low"	"low"
"12324"	"Q9Y463"	"high"	"high"
"12325"	"Q9Y3R5"	"high"	"mid"
"12326"	"A6NC42"	"low"	"low"
"12327"	"Q8TD57"	"mid"	"mid"
"12328"	"Q96N67"	"high"	"mid"
"12329"	"Q96A84"	"high"	"high"
"12330"	"Q9NQZ7"	"mid"	"low"
"12331"	"Q05215"	"high"	"high"
"12332"	"Q9HDB8"	"low"	"mid"
"12333"	"O43768"	"high"	"high"
"12334"	"Q902F8"	"low"	"mid"
"12335"	"P22413"	"mid"	"mid"
"12336"	"A1KXE4"	"high"	"high"
"12337"	"Q49AJ0"	"high"	"high"
"12338"	"Q9NYF3"	"high"	"high"
"12339"	"Q8NE31"	"high"	"high"
"12340"	"Q3ZCQ3"	"high"	"high"
"12341"	"Q6ZVS7"	"low"	"high"
"12342"	"A6PVY3"	"high"	"high"
"12343"	"O75616"	"mid"	"mid"
"12344"	"Q8N2X6"	"low"	"high"
"12345"	"Q8TBF8"	"low"	"high"
"12346"	"P04626"	"mid"	"mid"
"12347"	"Q96RT1"	"high"	"high"
"12348"	"Q86X51"	"high"	"high"
"12349"	"Q8TC76"	"high"	"high"
"12350"	"Q8TE68"	"high"	"high"
"12351"	"O43731"	"low"	"low"
"12352"	"Q9UNN8"	"low"	"low"
"12353"	"P31512"	"low"	"low"
"12354"	"Q9NZU0"	"mid"	"mid"
"12355"	"Q8NEZ5"	"low"	"low"
"12356"	"Q8WWV6"	"high"	"high"
"12357"	"Q494R0"	"mid"	"high"
"12358"	"P12318"	"high"	"mid"
"12359"	"Q8TC84"	"low"	"mid"
"12360"	"Q96D09"	"high"	"high"
"12361"	"Q8N4A0"	"low"	"low"
"12362"	"O15353"	"high"	"high"
"12363"	"P01225"	"low"	"low"
"12364"	"O43559"	"high"	"high"
"12365"	"Q6Y7W6"	"high"	"high"
"12366"	"Q16595"	"high"	"mid"
"12367"	"O75343"	"low"	"mid"
"12368"	"P48728"	"low"	"low"
"12369"	"Q7Z4P5"	"high"	"high"
"12370"	"O60548"	"high"	"high"
"12371"	"Q96P67"	"low"	"low"
"12372"	"P22749"	"low"	"low"
"12373"	"Q8TDV0"	"high"	"mid"
"12374"	"Q4V328"	"high"	"high"
"12375"	"P23416"	"mid"	"mid"
"12376"	"P36969"	"mid"	"low"
"12377"	"Q96D42"	"high"	"high"
"12378"	"Q8IZA3"	"high"	"high"
"12379"	"Q9Y4D8"	"high"	"mid"
"12380"	"P54840"	"mid"	"mid"
"12381"	"P22830"	"mid"	"mid"
"12382"	"A8MV81"	"mid"	"low"
"12383"	"O00180"	"mid"	"low"
"12384"	"Q96PR1"	"high"	"high"
"12385"	"Q8N145"	"low"	"low"
"12386"	"O94806"	"high"	"mid"
"12387"	"Q9UEF7"	"low"	"mid"
"12388"	"P78508"	"mid"	"low"
"12389"	"P05455"	"mid"	"high"
"12390"	"A0A0C4DH68"	"low"	"low"
"12391"	"P07864"	"low"	"low"
"12392"	"O00515"	"high"	"high"
"12393"	"Q569H4"	"high"	"high"
"12394"	"Q9Y4W2"	"mid"	"high"
"12395"	"Q5VTM2"	"high"	"high"
"12396"	"Q9NXR5"	"low"	"mid"
"12397"	"P84077"	"low"	"low"
"12398"	"A6NH57"	"low"	"low"
"12399"	"P27695"	"mid"	"mid"
"12400"	"Q8N6H7"	"high"	"high"
"12401"	"Q9NXL2"	"mid"	"mid"
"12402"	"A1IGU5"	"mid"	"mid"
"12403"	"P02749"	"low"	"low"
"12404"	"Q5FYB1"	"mid"	"mid"
"12405"	"Q9NR71"	"mid"	"mid"
"12406"	"Q9Y6E2"	"low"	"mid"
"12407"	"Q96IY4"	"low"	"low"
"12408"	"P15538"	"low"	"low"
"12409"	"Q13111"	"high"	"high"
"12410"	"Q8IYA2"	"high"	"high"
"12411"	"Q96HQ2"	"low"	"mid"
"12412"	"Q8N126"	"mid"	"high"
"12413"	"Q5SVJ3"	"low"	"low"
"12414"	"Q13901"	"mid"	"mid"
"12415"	"Q9C0B2"	"high"	"mid"
"12416"	"P10809"	"low"	"mid"
"12417"	"Q6UWU4"	"low"	"low"
"12418"	"Q8IYR0"	"low"	"mid"
"12419"	"Q86SI9"	"mid"	"mid"
"12420"	"Q9Y2V2"	"mid"	"high"
"12421"	"P22674"	"mid"	"mid"
"12422"	"Q3C1V1"	"high"	"high"
"12423"	"O75956"	"high"	"high"
"12424"	"Q8NA66"	"mid"	"mid"
"12425"	"Q9HBB8"	"high"	"high"
"12426"	"Q8NCQ2"	"mid"	"high"
"12427"	"Q15021"	"mid"	"mid"
"12428"	"Q9H972"	"high"	"high"
"12429"	"Q9UBR5"	"mid"	"low"
"12430"	"Q9BZJ0"	"mid"	"mid"
"12431"	"P49238"	"mid"	"low"
"12432"	"Q9H1C7"	"high"	"high"
"12433"	"P42830"	"high"	"low"
"12434"	"Q07325"	"high"	"high"
"12435"	"P0DMU8"	"high"	"high"
"12436"	"C9J442"	"low"	"low"
"12437"	"Q96C86"	"mid"	"mid"
"12438"	"Q8IYS4"	"high"	"high"
"12439"	"Q30KQ4"	"mid"	"low"
"12440"	"Q7Z388"	"low"	"low"
"12441"	"O60231"	"mid"	"mid"
"12442"	"Q96SC8"	"high"	"high"
"12443"	"A6NNS2"	"low"	"low"
"12444"	"Q14181"	"mid"	"mid"
"12445"	"Q99848"	"high"	"high"
"12446"	"P57055"	"high"	"high"
"12447"	"P14138"	"high"	"high"
"12448"	"Q8N682"	"low"	"low"
"12449"	"O43598"	"mid"	"mid"
"12450"	"P26641"	"mid"	"mid"
"12451"	"Q9UKW6"	"mid"	"low"
"12452"	"A8MWA6"	"high"	"high"
"12453"	"P0C7X0"	"high"	"high"
"12454"	"Q14289"	"mid"	"mid"
"12455"	"Q8N2R8"	"high"	"high"
"12456"	"Q5BKY9"	"high"	"high"
"12457"	"Q6P6B1"	"high"	"high"
"12458"	"A6NE01"	"high"	"high"
"12459"	"Q9BVV8"	"high"	"high"
"12460"	"Q6PEV8"	"high"	"high"
"12461"	"Q6ZU69"	"high"	"high"
"12462"	"Q9H8W3"	"high"	"high"
"12463"	"P0CF97"	"low"	"low"
"12464"	"Q86UY5"	"high"	"high"
"12465"	"P60509"	"low"	"mid"
"12466"	"P16930"	"low"	"low"
"12467"	"Q15303"	"high"	"mid"
"12468"	"Q9BUM1"	"low"	"low"
"12469"	"Q9H4G4"	"low"	"mid"
"12470"	"O43903"	"mid"	"mid"
"12471"	"Q13461"	"high"	"high"
"12472"	"O60755"	"mid"	"mid"
"12473"	"Q96NZ1"	"high"	"high"
"12474"	"Q9UJY5"	"high"	"high"
"12475"	"Q9BVM4"	"low"	"mid"
"12476"	"Q9UBU3"	"high"	"high"
"12477"	"Q9Y2X7"	"high"	"high"
"12478"	"Q8N6F7"	"mid"	"high"
"12479"	"Q99795"	"mid"	"mid"
"12480"	"Q9BVP2"	"high"	"high"
"12481"	"Q9NQS5"	"high"	"mid"
"12482"	"Q96P69"	"mid"	"mid"
"12483"	"Q6UWK7"	"mid"	"low"
"12484"	"P09210"	"low"	"mid"
"12485"	"P0CAP2"	"high"	"high"
"12486"	"Q8NGU9"	"high"	"mid"
"12487"	"Q8IV61"	"mid"	"mid"
"12488"	"Q8IYU2"	"mid"	"mid"
"12489"	"Q9BX10"	"mid"	"mid"
"12490"	"Q93099"	"low"	"mid"
"12491"	"P52333"	"low"	"low"
"12492"	"Q3LI76"	"low"	"low"
"12493"	"Q9BYP8"	"low"	"low"
"12494"	"Q8NAX2"	"high"	"high"
"12495"	"Q3SY46"	"low"	"low"
"12496"	"Q3LI77"	"low"	"low"
"12497"	"Q8IUC3"	"low"	"low"
"12498"	"Q96L93"	"high"	"mid"
"12499"	"Q9NYR9"	"mid"	"mid"
"12500"	"P06732"	"low"	"mid"
"12501"	"Q4VXA5"	"mid"	"low"
"12502"	"A0A1B0GVD1"	NA	NA
"12503"	"P50502"	"high"	"high"
"12504"	"A6NMN3"	"high"	"high"
"12505"	"Q9BQ89"	"high"	"high"
"12506"	"Q96MK3"	"mid"	"mid"
"12507"	"Q5W0A0"	"high"	"high"
"12508"	"Q9NZ08"	"low"	"low"
"12509"	"Q5JX71"	"mid"	"mid"
"12510"	"Q16394"	"mid"	"low"
"12511"	"P08709"	"low"	"low"
"12512"	"Q8IW50"	"mid"	"high"
"12513"	"O43909"	"low"	"mid"
"12514"	"A0FGR8"	"mid"	"high"
"12515"	"Q96MZ4"	"low"	"high"
"12516"	"Q8IXS0"	"high"	"high"
"12517"	"Q92935"	"mid"	"mid"
"12518"	"Q76MJ5"	"mid"	"mid"
"12519"	"Q8WU58"	"high"	"high"
"12520"	"P0C7U9"	"low"	"low"
"12521"	"Q86W67"	"mid"	"mid"
"12522"	"Q99504"	"high"	"high"
"12523"	"P0DMU3"	"low"	"high"
"12524"	"P16118"	"mid"	"mid"
"12525"	"Q86US8"	"high"	"high"
"12526"	"Q8TE69"	"low"	"low"
"12527"	"Q86VR8"	"mid"	"mid"
"12528"	"O76093"	"mid"	"mid"
"12529"	"P49771"	"high"	"mid"
"12530"	"Q5VTH2"	"high"	"high"
"12531"	"Q5JSP0"	"high"	"high"
"12532"	"Q30201"	"low"	"low"
"12533"	"O14526"	"high"	"high"
"12534"	"A6NHQ2"	"high"	"high"
"12535"	"Q13630"	"low"	"low"
"12536"	"Q2WGJ9"	"mid"	"mid"
"12537"	"Q75N90"	"low"	"low"
"12538"	"P06241"	"mid"	"mid"
"12539"	"Q8N292"	"low"	"high"
"12540"	"P51116"	"high"	"high"
"12541"	"P55317"	"high"	"high"
"12542"	"Q5H9T9"	"high"	"high"
"12543"	"O43524"	"high"	"high"
"12544"	"Q8NCI6"	"low"	"low"
"12545"	"Q9H1C3"	"mid"	"low"
"12546"	"P13284"	"low"	"low"
"12547"	"P18505"	"mid"	"low"
"12548"	"P01743"	"low"	"low"
"12549"	"P20809"	"mid"	"mid"
"12550"	"A0A0C4DH39"	"low"	"low"
"12551"	"P01742"	"low"	"low"
"12552"	"Q5T013"	"low"	"mid"
"12553"	"Q2M3T9"	"mid"	"low"
"12554"	"P01817"	"low"	"low"
"12555"	"A0A0B4J1V2"	"low"	"low"
"12556"	"P09067"	"high"	"high"
"12557"	"P01814"	"low"	"low"
"12558"	"P29459"	"mid"	"low"
"12559"	"P50213"	"low"	"low"
"12560"	"P38567"	"mid"	"low"
"12561"	"A2RU49"	"low"	"low"
"12562"	"P01780"	"low"	"low"
"12563"	"P01782"	"low"	"low"
"12564"	"P01762"	"low"	"low"
"12565"	"P01766"	"low"	"low"
"12566"	"A0A0B4J1V0"	"low"	"low"
"12567"	"P0DTE1"	NA	NA
"12568"	"P0DTW3"	NA	NA
