symbol	abundance	protein_size
6102	YGR122W	6.69	402
6103	IRC21	11	201
6104	CCH1	1.95	2039
6105	MIM2	2.16	87
6106	AIF1	12.5	378
6107	YPR174C	37.9	221
6108	THI7	28.7	598
6109	FET5	64.3	622
6110	YBL113C	1.7	792
6111	YLR279W	1.93	129
6112	YFR052C-A	0.102	101
6113	NRG2	6.97	220
6114	CIS1	1.67	101
6115	DAD4	19.5	72
6116	TPT1	9.66	230
6117	RCM1	62.9	490
6118	ARP10	1.38	284
6119	UBP15	55.7	1230
6120	BUD31	34.2	157
6121	KIP2	14.3	706
6122	VMR1	6.92	1592
6123	YBR300C	1.56	165
6124	YOL118C	1.62	102
6125	NUR1	5.97	484
6126	HCA4	98.2	770
6127	DGA1	7.16	418
6128	RAI1	74.6	387
6129	SHS1	125	551
6130	VTC2	369	828
6131	APM3	36.8	483
6132	DAS1	6.59	663
6133	GTR1	19.8	310
6134	YIL029C	1.37	142
6135	HIS6	79.4	261
6136	GCN20	285	752
6137	YEH2	21	538
6138	HXT13	1.67	564
6139	OST2	52.2	130
6140	NSA2	435	261
6141	YJL163C	1.58	555
6142	MPC2	53.4	129
6143	HSE1	28.9	452
6144	ZPR1	513	486
6145	TAF2	19.1	1407
6146	COG1	29.1	417
6147	SPO21	1.82	609
6148	ZPS1	0.778	249
6149	PUP1	177	261
6150	PSY2	60.3	858
6151	YAL019W-A	0.557	189
6152	YLL053C	2.12	152
6153	SPT8	66.5	602
6154	ADY4	1.33	493
6155	YDL124W	224	312
6156	TGL3	32.8	642
6157	ATP3	572	311
6158	ENV11	9.46	860
6159	MMT2	3.75	484
6160	YPL185W	1.54	131
6161	PGA1	63.2	198
6162	SOF1	117	489
6163	OAF3	3.14	863
6164	YBR099C	1.77	127
6165	EXO70	43.8	623
6166	YPT1	76.7	206
6167	MUK1	13.3	612
6168	TIM9	397	87
6169	ERG5	323	538
6170	CRH1	214	507
6171	HTZ1	86.9	134
6172	OAF1	5.9	1047
6173	IRS4	5.08	615
6174	SVS1	10.6	260
6175	RPL35B	4188	120
6176	SEC8	16	1065
6177	ECM22	3.45	814
6178	MKT1	71.7	830
6179	YIG1	1.38	461
6180	YOR192C-A	3.01	438
6181	MIS1	284	975
6182	YNL057W	1.6	110
6183	AVT5	1.17	459
6184	PAP2	68.4	584
6185	EMP65	2.54	556
6186	SLA1	133	1244
6187	MIG3	2.31	394
6188	YGR125W	19.4	1036
6189	YIL029W-A	0.319	123
6190	YHR127W	25.7	243
6191	IPT1	5.86	527
6192	ERG4	50.3	473
6193	ECM8	1.53	354
6194	YOR050C	20.4	115
6195	YHL008C	2.89	627
6196	PCL1	6.2	279
6197	TMA20	173	181
6198	YLR342W-A	0.108	57
6199	TIF6	373	245
6200	MRPL19	54.8	158
6201	OST3	36.4	350
6202	YDR010C	1.65	110
6203	YPR039W	1.37	111
6204	YBR141W-A	0.077	31
6205	YGL072C	1.67	119
6206	TUL1	1.56	758
6207	SUL1	1.84	859
6208	MNC1	0.024	66
6209	MRS3	11	314
6210	ALG14	8.6	237
6211	CTK1	14	528
6212	YGL118C	1.67	145
6213	TDA9	7.24	1251
6214	CBP6	94.6	162
6215	AFR1	1.54	620
6216	GCR1	11.8	785
6217	ATG26	6.01	1198
6218	GUP1	18.4	560
6219	RIF1	5.03	1916
6220	MSS1	7.15	526
6221	RPP1A	1436	106
6222	FRE6	1.93	712
6223	FIP1	18.9	327
6224	EMP24	410	203
6225	RBS1	23.7	457
6226	YJR027W	4.92	1755
6227	IZH1	2.69	316
6228	NOC3	106	663
6229	SYP1	77.3	870
6230	ARG4	367	463
6231	CNE1	36.4	502
6232	NDJ1	1.34	352
6233	IPA1	6.51	347
6234	RVB2	115	471
6235	ASK1	39	292
6236	RGP1	6.98	663
6237	YCR024C-B	0.062	88
6238	GDH3	15	457
6239	TCD2	67.8	447
6240	YOS9	7.62	542
6241	MMF1	2010	145
6242	TFS1	29.8	219
6243	YGL015C	1.4	130
6244	DDR2	5.64	61
6245	ARO9	124	513
6246	YAP5	3.7	245
6247	CAP2	94.4	287
6248	YJL028W	1.21	111
6249	YNL205C	1.3	140
6250	YLR364C-A	0.172	40
6251	YDL062W	1.73	141
6252	NCR1	8.21	1170
6253	YBR196C-B	0.733	34
6254	BUD28	1.55	125
6255	PCL9	2.46	304
6256	YPT35	2.14	214
6257	YHK8	1.99	514
6258	REH1	172	432
6259	SPB1	41.6	841
6260	YHL015W-A	0.353	27
6261	MSD1	24.3	658
6262	RPS7A	3893	190
6263	YKE4	28.3	346
6264	NAB6	41.2	1134
6265	RQC2	111	1038
6266	YFH7	3.74	353
6267	IAH1	10.5	238
6268	OLA1	1540	394
6269	PAU12	1.22	120
6270	YMR027W	161	470
6271	YPL068C	3.1	293
6272	ATG12	1.42	186
6273	MTW1	27.3	289
6274	LAS1	7.04	502
6275	RAD52	13.8	471
6276	RMP1	5.71	201
6277	ATG15	22.2	520
6278	CDC25	28.1	1589
6279	RSR1	37.8	272
6280	RHO5	41.8	331
6281	TAH11	19.9	604
6282	VPS3	18.2	1011
6283	MAD3	23.3	515
6284	FMC1	13.6	155
6285	ATG7	2.45	630
6286	YLR458W	1.41	126
6287	YNR068C	1.55	272
6288	LEM3	56.2	414
6289	SET4	1.53	560
6290	RTT107	17.6	1070
6291	PEX12	11.2	399
6292	ESL2	3.59	1195
6293	RAD4	19.6	754
6294	TIP1	296	210
6295	SPT6	191	1451
6296	CBT1	1.86	271
6297	YNL319W	1.44	146
6298	SQS1	16	767
6299	CSG2	56.6	410
6300	LIH1	1.54	328
6301	YJL107C	12.1	387
6302	YNL017C	1.22	112
6303	CBP2	17.1	630
6304	MRP8	149	219
6305	RAD7	6.84	565
6306	RKR1	13.7	1562
6307	HIS2	58.9	335
6308	DBP8	48.3	431
6309	RIM13	4.29	727
6310	HUA2	11.6	243
6311	RRP4	61.3	359
6312	YHM2	218	314
6313	SVL3	61.9	825
6314	HCR1	270	265
6315	MCH1	2.28	486
6316	ACS2	2083	683
6317	RSC4	105	625
6318	MCM7	65.8	845
6319	YMR1	13.6	688
6320	SAM35	39.2	329
6321	GSM1	2.72	618
6322	YGR067C	1.43	804
6323	RPA43	117	326
6324	YHL009W-B	0.52	1802
6325	MCA1	42.6	432
6326	ACM1	6.24	209
6327	YBR016W	20.9	128
6328	ARO2	301	376
6329	PHO80	1.91	293
6330	YLR349W	1.38	168
6331	SNF11	9.61	169
6332	TES1	4.87	349
6333	ERV2	49.7	196
6334	SGD1	36.1	899
6335	FIT1	0.038	528
6336	PRK1	18.3	810
6337	KIN1	27.4	1064
6338	PGD1	9.53	397
6339	COX5B	28	151
6340	PPX1	74.5	397
6341	ECI1	4.99	280
6342	HEM14	92.4	539
6343	YIP4	1.98	235
6344	YEL075C	1.31	122
6345	SHO1	24.1	367
6346	ATG4	24.7	494
6347	YPL102C	1.48	100
6348	YBL010C	11.8	280
6349	DOT6	38.1	670
6350	LCB4	38.6	624
6351	NUP157	61.9	1391
6352	GMC1	5.46	608
6353	CCZ1	28.8	704
6354	IRC3	1.63	689
6355	DUG3	60.7	357
6356	YBL029C-A	29	94
6357	PRE5	206	234
6358	PDR12	115	1511
6359	ARG3	234	338
6360	TFA1	259	482
6361	YIR021W-A	0.759	70
6362	SRP54	31.3	541
6363	SLM3	12.6	417
6364	ARA1	285	344
6365	YBP1	31.1	674
6366	SAC7	22.9	654
6367	GTS1	28.5	396
6368	MUS81	4.13	632
6369	YOR170W	1.49	101
6370	TPO3	79.9	622
6371	YIL156W-A	0.074	133
6372	RED1	1.98	827
6373	HFI1	61.2	488
6374	GAL2	1.62	574
6375	SPC34	7.74	295
6376	PHO81	89.8	1178
6377	ALE1	74.9	619
6378	SPP381	28.4	291
6379	BCK1	3.32	1478
6380	CDC24	26.3	854
6381	MDY2	128	212
6382	YOR296W	4.24	1289
6383	YEL077W-A	0.006	160
6384	YKR040C	1.3	167
6385	FLO10	0.469	1169
6386	YOR292C	1.75	309
6387	YMR31	118	123
6388	SPN1	55.9	410
6389	FIR1	0.459	876
6390	YPL245W	14.9	454
6391	OSW7	30.9	510
6392	TGS1	2.44	315
6393	MEI5	294	222
6394	ATP5	777	212
6395	YBL044W	1.21	122
6396	MUP3	1.98	546
6397	SGS1	1.98	1447
6398	MAS1	37.2	462
6399	LSB6	1.8	607
6400	YKT6	88.7	200
6401	GPN2	81.5	347
6402	YKR033C	0.724	141
6403	YPL191C	17.1	360
6404	EPS1	57.4	701
6405	YPR204C-A	0.006	160
6406	HAC1	62.4	238
6407	ARP2	162	391
6408	MTR4	148	1073
6409	VTC3	143	835
6410	RTK1	36.4	620
6411	MDH3	206	343
6412	KTI11	111	82
6413	UIP4	14.6	304
6414	HDA3	14.1	655
6415	YGR035C	1.28	116
6416	SKP1	47.9	194
6417	CDC14	72.5	551
6418	RFC5	60	354
6419	ANB1	110	157
6420	RDR1	2.49	546
6421	RPF1	50	295
6422	VPS52	33.1	641
6423	DSN1	13.1	576
6424	SNA4	78.6	140
6425	CCT6	110	546
6426	ALG11	37.1	548
6427	MRPL3	83.5	390
6428	YOR364W	1.37	122
6429	FCF1	13.4	189
6430	PLB2	4.47	706
6431	AIM21	46.8	679
6432	VPS24	35.4	224
6433	SIR2	29.4	562
6434	YPR114W	66.3	315
6435	YCR087C-A	66.2	153
6436	AKR2	7.65	749
6437	EFM6	13.8	246
6438	MRPL38	37.2	138
6439	AIM6	40.7	390
6440	YGR269W	15.3	108
