mouse	human
Q8BTZ4	Q9UJX4
Q8BTZ5	Q86W74
Q8BTZ7	Q9Y5P6
Q8BU00	Q9H5V7
Q8BU04	Q8N806
Q8BU11	O94842
Q8BU14	Q99442
Q8BU25	Q6UXH9
Q8BU27	Q96MI6
Q8BU30	P41252
Q8BU31	Q9Y3L5
Q8BU33	A1L0T0
Q8BU51	Q8NFQ5
Q8BU85	Q8IXL7
Q8BU88	Q9NWU5
Q8BU91	Q7LBE3
Q8BUB4	Q96P53
Q8BUB6	Q9Y2C2
Q8BUD0	P46093
Q8BUE1	Q6AI14
Q8BUE4	Q9BRQ8
Q8BUE7	Q8N307
Q8BUG2	Q96KN2
Q8BUG5	Q9BXY5
Q8BUH1	Q9NX01
Q8BUH7	Q9BY78
Q8BUH8	Q9BQF6
Q8BUI3	Q9UFC0
Q8BUJ9	Q9Y561
Q8BUK6	Q86VS8
Q8BUL5	Q8IXQ5
Q8BUL6	Q9HB21
Q8BUM3	P35236
Q8BUM6	P0C2L3
Q8BUM9	Q70EL4
Q8BUN5	P84022
Q8BUP8	Q8N2R8
Q8BUR3	Q9UPW0
Q8BUR4	Q14185
Q8BUR9	Q08AG7
Q8BUV3	Q9NQX3
Q8BUV6	P83369
Q8BUV8	Q5VW38
Q8BUX5	Q9H310
Q8BUY5	Q9NPL8
Q8BUY9	P53609
Q8BUZ1	Q8N0Z2
Q8BUZ3	Q8IY51
Q8BV13	Q9H9Q2
Q8BV42	Q8N393
Q8BV49	Q16666
Q8BV57	A1L4H1
Q8BV66	Q8TCB0
Q8BV79	O15050
Q8BV84	Q5T870
Q8BVA2	Q9H0R3
Q8BVA4	P29536
Q8BVA5	Q9H6V9
Q8BVC4	Q9H2F9
Q8BVD5	Q5T2T1
Q8BVD7	Q9BXJ2
Q8BVE3	Q9UI12
Q8BVE8	O96028
Q8BVF2	Q9H2J4
Q8BVF7	Q96BI3
Q8BVF9	Q400G9
Q8BVG4	Q86TI2
Q8BVG5	Q96FL9
Q8BVG8	Q8WUY8
Q8BVH9	Q8TCB7
Q8BVI4	P09417
Q8BVI5	O14662
Q8BVK9	Q9HB58
Q8BVL3	Q15036
Q8BVL9	Q96N16
Q8BVM2	A6NF34
Q8BVM4	Q96A70
Q8BVM7	Q96Q35
Q8BVM9	Q9UIL8
Q8BVN0	Q5T0U0
Q8BVN3	Q7RTX7
Q8BVN4	Q7Z6M4
Q8BVN7	Q8N5S1
Q8BVN8	O14645
Q8BVN9	Q96JY0
Q8BVP1	Q8N9V2
Q8BVP5	P78368
Q8BVP6	Q6UWN0
Q8BVQ5	Q9Y570
Q8BVR0	Q9H503
Q8BVR6	Q96DX4
Q8BVT6	A8MPX8
Q8BVU0	Q96II8
Q8BVU5	Q9BW91
Q8BVV7	Q96GE4
Q8BVW0	Q8TET4
Q8BVW3	Q14142
Q8BVY0	O76021
Q8BVZ1	Q00G26
Q8BVZ5	O95760
Q8BW00	Q86Y79
Q8BW10	Q9ULX3
Q8BW11	Q8IYP2
Q8BW22	O75177
Q8BW49	Q9H892
Q8BW56	Q4AE62
Q8BW70	Q8NB14
Q8BW72	O75164
Q8BW74	Q16534
Q8BW75	P27338
Q8BW86	A8MVX0
Q8BW88	Q5SXH7
Q8BW93	Q9P296
Q8BW94	Q8TD57
Q8BW96	Q8IU85
Q8BWA5	Q9H511
Q8BWA8	Q8IW93
Q8BWB1	Q9H987
Q8BWB6	Q8NFT2
Q8BWC0	Q8NHX9
Q8BWD2	Q96PC2
Q8BWD8	Q9BWU1
Q8BWF0	P51649
Q8BWF2	
Q8BWG4	Q5JYT7
Q8BWG8	P49407
Q8BWG9	Q96D31
Q8BWH0	Q9NVC3
Q8BWJ3	P46019
Q8BWJ4	O15165
Q8BWL5	Q6XE24
Q8BWM0	Q9H7Z7
Q8BWN8	Q8N9L9
Q8BWP5	P49638
Q8BWP8	O43505
Q8BWQ1	Q6UWM9
Q8BWQ4	Q8IYT2
Q8BWQ5	Q9C098
Q8BWQ6	Q7Z3J2
Q8BWR2	Q9GZP4
Q8BWR4	Q9NVE5
Q8BWR8	Q8IUC4
Q8BWS5	Q6ZVF9
Q8BWT1	P42765
Q8BWT5	Q14689
Q8BWU1	Q5BIV9
Q8BWU3	Q6UXB0
Q8BWU5	Q9NPF4
Q8BWU8	Q8TBG4
Q8BWW4	Q71RC2
Q8BWW9	Q16513
Q8BWY2	Q8NC01
Q8BWY3	P62495
Q8BWY4	A4D2B0
Q8BWY7	Q8N1S5
Q8BWY9	Q8TCG1
Q8BWZ3	Q14CX7
Q8BX02	Q63ZY3
Q8BX05	Q6ZS86
Q8BX07	O14595
Q8BX09	Q15291
Q8BX10	Q96HS1
Q8BX13	Q7Z6J8
Q8BX17	Q8TEQ6
Q8BX22	Q9UJQ4
Q8BX32	Q9BQ83
Q8BX35	Q9HAV5
Q8BX37	Q6ZNF0
Q8BX43	Q969Z4
Q8BX51	Q96LD1
Q8BX57	Q7Z7A4
Q8BX65	Q9P1T7
Q8BX70	Q709C8
Q8BX79	Q99679
Q8BX80	Q8NFI3
Q8BX90	Q9Y2H6
Q8BX94	Q9H1P3
Q8BXA0	Q96NI6
Q8BXA1	O00461
Q8BXA5	Q96KA5
Q8BXA6	P56750
Q8BXA7	Q6ZVD8
Q8BXB6	O94956
Q8BXC6	Q86X83
Q8BXF8	Q9BYD9
Q8BXG3	Q9NWB7
Q8BXJ2	Q96PN7
Q8BXJ8	Q569K4
Q8BXJ9	Q0P6H9
Q8BXK4	Q1RMZ1
Q8BXK8	Q9UPQ3
Q8BXK9	Q9NZA1
Q8BXL7	Q13795
Q8BXL9	Q0D2I5
Q8BXN7	Q8N3J5
Q8BXN9	Q8NBN3
Q8BXP5	Q7Z3H0
Q8BXQ2	Q969N2
Q8BXQ3	Q9HBL6
Q8BXQ6	Q8N6M6
Q8BXQ8	Q9NYF3
Q8BXR1	Q8TBB6
Q8BXR5	Q8IZF0
Q8BXR6	Q8N2H9
Q8BXR9	Q9BZF3
Q8BXS7	Q8TDT2
Q8BXT1	P57771
Q8BXT9	Q9BRL7
Q8BXV2	Q8WY22
Q8BXX2	Q6ZSB9
Q8BXX9	A6NNP5
Q8BXZ0	Q4LDR2
Q8BXZ1	Q96JJ7
Q8BY02	O15226
Q8BY35	Q7Z6J4
Q8BY46	Q6ZN55
Q8BY71	O14929
Q8BY79	Q2M3R5
Q8BY87	Q96K76
Q8BY89	Q8IWA5
Q8BY98	A6NJG2
Q8BYA0	Q9BTW9
Q8BYB9	Q8NBL1
Q8BYC4	Q99678
Q8BYC6	Q9H2K8
Q8BYF6	Q8N695
Q8BYG0	A2A3L6
Q8BYG9	Q5JZY3
Q8BYH3	Q9NUP7
Q8BYH7	Q9HA65
Q8BYH8	Q3L8U1
Q8BYI6	Q7L5N7
Q8BYI8	A2RU67
Q8BYI9	Q92752
Q8BYJ6	O60343
Q8BYK4	Q96NR8
Q8BYK5	Q96KR7
Q8BYK6	Q7Z739
Q8BYK8	P61129
Q8BYL4	Q9Y2Z4
Q8BYM5	Q9NZ94
Q8BYM7	Q5TD94
Q8BYM8	Q9HA77
Q8BYN3	Q13572
Q8BYN5	Q9BXM9
Q8BYP3	Q9HBH0
Q8BYR1	O60294
Q8BYR2	O95835
Q8BYR5	Q86UW7
Q8BYR8	Q96JW4
Q8BYW1	P42331
Q8BYW9	Q5NDL2
Q8BYY4	Q5VTQ0
Q8BYZ1	Q9P2A4
Q8BYZ7	Q96BJ8
Q8BZ00	Q8IVB4
Q8BZ03	Q9BZL6
Q8BZ05	Q8WZ64
Q8BZ09	Q9BQT8
Q8BZ20	Q9H0J9
Q8BZ21	Q92794
Q8BZ25	Q8NFD2
Q8BZ32	Q76L83
Q8BZ33	Q8IZW8
Q8BZ34	Q96N77
Q8BZ36	Q6NUQ1
Q8BZ39	Q9GZQ4
Q8BZ47	O15014
Q8BZ52	A1L4K1
Q8BZ60	Q8WXE9
Q8BZ64	Q2MV58
Q8BZ71	Q96MF2
Q8BZ81	Q86VH5
Q8BZ89	Q6U7Q0
Q8BZ94	Q9H898
Q8BZ97	Q9NQV8
Q8BZ98	Q9UQ16
Q8BZA7	Q8NDV2
Q8BZA9	Q9NQ88
Q8BZB2	Q96CD2
Q8BZB3	Q2M3C6
Q8BZF2	Q0D2K0
Q8BZF8	Q15124
Q8BZG5	Q96FB5
Q8BZH0	Q96H72
Q8BZH1	P49221
Q8BZH4	Q7Z3K3
Q8BZI0	Q8TED9
Q8BZI6	Q96NT3
Q8BZJ7	Q6PH85
Q8BZJ8	Q49A92
Q8BZK4	A4IF30
Q8BZL1	Q8WWR8
Q8BZL4	Q99680
Q8BZM0	Q53G59
Q8BZM1	Q92990
Q8BZN2	Q6PIU1
Q8BZN4	Q9H093
Q8BZN6	Q96BY6
Q8BZP8	Q6W5P4
Q8BZQ2	Q9H0B8
Q8BZQ7	Q9UJX6
Q8BZR0	Q96P67
Q8BZR9	Q53F19
Q8BZS9	Q7L7V1
Q8BZT2	Q8TEC5
Q8BZT5	Q9H756
Q8BZT9	Q8IV20
Q8BZW2	A6NEL2
Q8BZW8	Q8NBF2
Q8BZX4	Q8WXA9
Q8BZZ3	Q9H0M0
Q8C006	Q9UPQ4
Q8C008	Q9NVP4
Q8C010	Q9BZJ8
Q8C013	P0DKB5
Q8C015	Q9P286
Q8C025	Q8WUD6
Q8C031	Q9HCJ2
Q8C033	O15013
Q8C042	A6NNW6
Q8C050	O75582
Q8C052	Q66K74
Q8C078	Q96RR4
Q8C079	Q5VSL9
Q8C080	P57768
Q8C092	Q15542
Q8C0C0	Q9Y6X8
Q8C0C4	Q9C0I3
Q8C0C7	Q9Y285
Q8C0D0	Q8WWH5
Q8C0D4	Q8IWW6
Q8C0D5	Q7Z2Z2
Q8C0D7	Q9UNL4
Q8C0D9	Q76N32
Q8C0E2	Q4G0F5
Q8C0E3	Q96LD4
Q8C0F9	Q8N3Z0
Q8C0G2	Q9Y228
Q8C0I1	O00116
Q8C0I4	Q52LR7
Q8C0J2	Q676U5
Q8C0J6	Q53LP3
Q8C0K5	P16260
Q8C0L0	Q9H1E5
Q8C0L6	Q6QHF9
Q8C0L8	Q9UP83
Q8C0L9	Q9NPB8
Q8C0M0	Q6PJI9
Q8C0M8	Q9UI46
Q8C0M9	Q7L266
Q8C0N1	Q8N4N8
Q8C0N2	Q53EU6
Q8C0P0	Q96GX5
Q8C0P5	Q92828
Q8C0P7	Q9Y4E5
Q8C0Q2	Q9H4I2
Q8C0Q3	A8MYJ7
Q8C0Q4	Q8NG66
Q8C0Q9	Q92565
Q8C0R0	Q86T82
Q8C0R7	Q9H091
Q8C0R9	A4D1F6
Q8C0S1	Q8TF46
Q8C0S4	Q8NDW8
Q8C0T0	Q9H6D3
Q8C0T5	O43166
Q8C0T7	Q8NBP5
Q8C0T9	Q96PN6
Q8C0V0	Q9UKI8
Q8C0V9	Q96NE9
Q8C0W1	Q9P2S6
Q8C0X0	O95447
Q8C0X2	Q4ZJI4
Q8C0Y0	Q6NUP7
Q8C0Y1	Q9GZN2
Q8C0Z1	Q9H0X4
Q8C102	Q7Z7M9
Q8C110	Q9H5Y7
Q8C115	Q8IVE3
Q8C119	Q8TB73
Q8C120	Q8TEJ3
Q8C129	Q9UIQ6
Q8C131	Q9BXC0
Q8C138	Q96IZ2
Q8C142	Q5SW96
Q8C145	Q13433
Q8C147	Q8NF50
Q8C152	Q96A09
Q8C156	Q15003
Q8C159	Q5TAA0
Q8C163	Q9Y2C4
Q8C165	Q6GTS8
Q8C166	Q99829
Q8C167	Q4J6C6
Q8C170	B2RTY4
Q8C172	Q6ZMG9
Q8C176	Q6P1X5
Q8C180	Q8WU20
Q8C181	Q5VZF2
Q8C186	Q8NFQ6
Q8C190	Q9Y2B5
Q8C196	P31327
Q8C1A3	Q9UBK8
Q8C1A5	P52888
Q8C1A9	Q0P651
Q8C1B1	Q08AD1
Q8C1B2	Q7Z3E1
Q8C1B7	Q9NVA2
Q8C1C1	Q6NUJ1
Q8C1C8	Q8ND90
Q8C1D8	Q96ST2
Q8C1E1	Q8N4F0
Q8C1E7	Q9BXJ8
Q8C1F4	Q8N6G5
Q8C1F5	Q8NEE8
Q8C1M2	Q96B54
Q8C1Q4	Q9UJH8
Q8C1R3	Q8WW18
Q8C1S0	A0JLT2
Q8C1W1	Q7L8A9
Q8C1Y8	P86790
Q8C1Y8	P86791
Q8C1Z7	Q96RK4
Q8C1Z8	Q8TBZ6
Q8C206	Q5UAW9
Q8C208	Q9H2S9
Q8C255	Q9H4A9
Q8C261	Q71RS6
Q8C262	Q6NXR0
Q8C263	Q8IX90
Q8C267	Q96T68
Q8C2A2	Q7Z6J9
Q8C2B3	Q8WUI4
Q8C2E4	
Q8C2E7	Q12768
Q8C2K1	Q9H4E7
Q8C2K5	Q86YV0
Q8C2L6	Q8NDZ6
Q8C2P3	Q6P1R4
Q8C2Q3	Q96PK6
Q8C2R7	Q9H3S5
Q8C2S0	Q9H0E7
Q8C2S5	Q9UKA1
Q8C2S7	Q86WK7
Q8C310	Q8WZ75
Q8C341	Q9UBS9
Q8C351	Q6UX15
Q8C353	Q8N6L7
Q8C398	Q7Z7B1
Q8C3B8	Q96AA3
Q8C3F2	Q9NX05
Q8C3F7	Q0D2K2
Q8C3I8	Q9BTY7
Q8C3I9	Q9H7Y0
Q8C3J5	Q92608
Q8C3K5	A0PK05
Q8C3K6	P13866
Q8C3L1	Q9Y2M2
Q8C3M9	Q0P641
Q8C3P7	Q86U44
Q8C3Q5	A6NL88
Q8C3Q9	P55211
Q8C3R1	Q6PJG6
Q8C3S2	Q9C0B7
Q8C3W1	Q9H425
Q8C3X2	Q9GZT6
Q8C3X4	Q8N442
Q8C3X8	Q9BU23
Q8C3Y4	P50748
Q8C407	Q9BSR8
Q8C419	Q5T848
Q8C428	Q7Z402
Q8C432	Q8N6D2
Q8C436	Q9H867
Q8C437	Q8IYB4
Q8C456	O95876
Q8C460	O43414
Q8C4A0	Q13520
Q8C4A5	Q9C0F0
Q8C4B4	A6NIH7
Q8C4G9	Q86SQ6
Q8C4H2	Q8N6K7
Q8C4J0	Q8IWA6
Q8C4J7	Q12788
Q8C4M7	Q71F23
Q8C4N4	Q6ZP29
Q8C4Q6	Q96BJ3
Q8C4Q9	Q6P9G4
Q8C4S8	Q9ULE3
Q8C4U2	Q8NBT3
Q8C4U3	Q8N474
Q8C4V1	Q8N264
Q8C4V4	Q9UKT7
Q8C4W3	Q496H8
Q8C4X1	A8MT69
Q8C4X2	Q9Y6M4
Q8C4X7	P59773
Q8C4Y3	Q8WX92
Q8C503	Q9Y3P8
Q8C522	O94919
Q8C525	Q8IYB1
Q8C547	Q9P2D3
Q8C551	Q96B01
Q8C552	Q5JUQ0
Q8C561	Q68DH5
Q8C567	O76036
Q8C569	Q9BPY3
Q8C570	P78406
Q8C581	Q6ZNR0
Q8C5C9	Q5BVD1
Q8C5D8	O75928
Q8C5G2	Q86V25
Q8C5H1	Q32M45
Q8C5H8	Q4G0N4
Q8C5K5	Q8TB03
Q8C5L3	Q9NZN8
Q8C5L6	Q9BT40
Q8C5L7	P42696
Q8C5N3	Q9HCG8
Q8C5N5	Q9BRP1
Q8C5P5	Q5TFE4
Q8C5P7	Q86YL5
Q8C5Q4	Q12849
Q8C5R2	Q86WR7
Q8C5S7	O95072
Q8C5T4	Q6PF18
Q8C5T8	Q9H0I3
Q8C5U4	Q0P670
Q8C5U9	Q9H347
Q8C5V0	Q96LK8
Q8C5V5	A2RRH5
Q8C5V8	A0A096LP49
Q8C5W0	Q96JQ2
Q8C5W3	Q5QJ74
Q8C624	Q96N06
Q8C627	A6H8Z2
Q8C633	Q96KC9
Q8C636	Q9BXB7
Q8C650	Q9P0V9
Q8C669	Q96FA3
Q8C6A8	Q8NFJ8
Q8C6B2	Q9BST9
Q8C6B9	Q86WX3
Q8C6C7	Q9H8W3
Q8C6D4	Q7L4P6
Q8C6E0	Q96G28
Q8C6G1	O43822
Q8C6G8	Q9H7D7
Q8C6I2	Q9NX18
Q8C6K9	A6NMZ7
Q8C6L5	Q8N884
Q8C6M1	Q9Y2K6
Q8C6N3	Q9BQS2
Q8C6P8	Q9NU63
Q8C6S9	Q96N23
Q8C6U2	Q8N755
Q8C6V3	A6NML5
Q8C6Y6	A6NK59
Q8C6Z1	Q8N387
Q8C708	Q6UWD8
Q8C726	Q96Q07
Q8C729	Q8IXS8
Q8C735	Q5TKA1
Q8C739	Q8TC76
Q8C753	O60303
Q8C754	Q8N1B4
Q8C761	Q8WVS4
Q8C767	Q86XI6
Q8C779	Q6NSI4
Q8C784	Q8NHV5
Q8C790	A4D161
Q8C796	Q8IZ40
Q8C7B8	Q9H7M6
Q8C7D2	Q96SW2
Q8C7E7	O95210
Q8C7E9	Q9H0L4
Q8C7G5	Q6Q788
Q8C7H1	Q8IVH4
Q8C7K6	Q8NBM8
Q8C7M3	Q9C026
Q8C7N7	Q8WW43
Q8C7Q4	Q9BWF3
Q8C7R4	A0AVT1
Q8C7R7	Q8HWS3
Q8C7U1	O15049
Q8C7U7	Q8NCL4
Q8C7V3	Q8TED0
Q8C7V8	Q9H6E4
Q8C7W7	Q9H816
Q8C7X2	Q8N766
Q8C804	Q8N0Z3
Q8C811	P0CK96
Q8C817	Q86VY9
Q8C827	Q8NB50
Q8C828	C9JR72
Q8C838	Q8IXB3
Q8C850	Q6AZY7
Q8C854	Q9P2K5
Q8C863	Q96J02
Q8C878	Q8TBC4
Q8C886	Q494U1
Q8C8B0	Q15699
Q8C8C1	P59025
Q8C8H8	Q8NBH2
Q8C8J0	Q8N412
Q8C8M1	Q9NP50
Q8C8N2	Q8N9R8
Q8C8N3	Q2TAL6
Q8C8S3	B9EJG8
Q8C8T7	P0C7U0
Q8C8T8	Q969E8
Q8C8U0	Q86W92
Q8C8V1	Q2QGD7
Q8C8Y5	Q7Z3H4
Q8C963	P0C7I6
Q8C966	Q96EK2
Q8C996	Q8TC26
Q8C9A2	Q8N8Q3
Q8C9B9	Q9BTC0
Q8C9E8	Q5R3K3
Q8C9H6	Q9ULQ0
Q8C9J3	Q9C093
Q8C9M2	Q0P6D6
Q8C9S4	Q7Z3E2
Q8C9S8	Q8WYN0
Q8C9V1	Q8IV04
Q8C9W3	O95450
Q8C9X1	A6NMZ2
Q8C9X6	Q9H2F5
Q8CA03	Q9BY10
Q8CA71	Q96DD7
Q8CA72	Q9H2C0
Q8CA95	Q9Y233
Q8CAA5	Q96GL9
Q8CAA7	Q6PCE3
Q8CAB8	A6NHX0
Q8CAE2	Q5T8I9
Q8CAE3	Q16558
Q8CAE9	Q9NZ53
Q8CAF4	Q5SYE7
Q8CAI1	Q17RM4
Q8CAK1	Q5T440
Q8CAK3	Q9NUL5
Q8CAL5	P78333
Q8CAM5	O95755
Q8CAQ8	Q16891
Q8CAS9	Q8IXQ6
Q8CAT8	Q5FWF7
Q8CAV0	P58557
Q8CAY6	Q9BWD1
Q8CB12	Q9BYG8
Q8CB14	Q8IYD9
Q8CB19	Q8N3S3
Q8CB27	Q5VVQ6
Q8CB44	Q6IC98
Q8CB49	Q6ZUI0
Q8CB59	Q96MY7
Q8CB62	Q8N137
Q8CB65	A6NFY4
Q8CB67	Q86VZ4
Q8CB77	Q14241
Q8CB87	Q7Z6P3
Q8CB93	Q8N292
Q8CB96	Q9H2L5
Q8CBA2	Q08AF3
Q8CBB2	A6NIM6
Q8CBB9	Q8WXG1
Q8CBC4	Q6PJW8
Q8CBC6	Q9H3W5
Q8CBD1	P48552
Q8CBE3	Q9Y2I8
Q8CBF3	P54762
Q8CBG9	Q96K19
Q8CBH5	Q6ZSS7
Q8CBH7	A6NNE9
Q8CBQ5	Q8TCG2
Q8CBR1	Q86SU0
Q8CBR6	Q8WUA8
Q8CBW3	Q8IZP0
Q8CBW7	Q5VXU3
Q8CBX0	Q9P1W3
Q8CBX9	Q86UB2
Q8CBY0	O43716
Q8CBY1	Q9UPU9
Q8CBY3	Q96PV6
Q8CBY8	Q9UJW0
Q8CC12	Q8IWY9
Q8CC14	Q8N7L0
Q8CC21	Q6DKK2
Q8CC27	Q08289
Q8CC35	Q8N3V7
Q8CC36	Q49AH0
Q8CC70	Q9BRQ4
Q8CC84	Q5XG99
Q8CC86	Q6XQN6
Q8CC88	A3KMH1
Q8CC96	P0C671
Q8CCA0	Q92564
Q8CCB4	Q5VIR6
Q8CCB5	Q5JXM2
Q8CCC3	Q8IXR9
Q8CCE9	Q66K89
Q8CCF0	Q8WWY3
Q8CCG1	Q53FD0
Q8CCG4	Q7L190
Q8CCH2	Q5JS37
Q8CCH7	Q8WW38
Q8CCI5	Q8N488
Q8CCJ3	O94874
Q8CCJ4	Q8N7J2
Q8CCJ9	A8MW92
Q8CCK0	Q9P0M6
Q8CCM6	Q9BVV7
Q8CCN1	Q86W26
Q8CCN5	Q9H6U6
Q8CCP0	O60524
Q8CCS2	B1AL88
Q8CCS6	Q86U42
Q8CCT4	Q5H9L2
Q8CCT7	Q9H649
Q8CCX5	Q8N1A0
Q8CD10	Q8IYU8
Q8CD15	Q8IUF8
Q8CD19	Q6ZV70
Q8CD26	Q96K37
Q8CD54	Q9H5I5
Q8CD60	Q2T9L4
Q8CD78	A2A2V5
Q8CD91	Q9H3U7
Q8CD92	Q6P3X3
Q8CD94	Q52LA3
Q8CDA1	Q9Y2H2
Q8CDB0	Q9HBH9
Q8CDC0	Q9UIV8
Q8CDC7	Q96C00
Q8CDD9	Q5T3J3
Q8CDE2	Q13939
Q8CDF7	Q8NHP7
Q8CDG1	Q8TC59
Q8CDG3	Q96JH7
Q8CDG5	Q8IUR6
Q8CDI2	Q4G163
Q8CDI6	Q5M9N0
Q8CDI7	Q8NCX0
Q8CDJ3	Q6ZNE5
Q8CDJ8	Q9Y6Q2
Q8CDK2	Q5U5Z8
Q8CDL9	Q9NVE4
Q8CDM1	Q6PL18
Q8CDM4	Q6ZRK6
Q8CDM8	Q5W0V3
Q8CDN1	Q8ND61
Q8CDN6	O43396
Q8CDN8	Q502W7
Q8CDP0	Q8NEM8
Q8CDR2	Q9H0K4
Q8CDS7	B9A014
Q8CDS7	P0DPQ4
Q8CDT7	Q8IVU9
Q8CDU4	Q8NEE6
Q8CDU5	Q8N7U6
Q8CDU6	Q5U5R9
Q8CDV0	Q5BJE1
Q8CDW1	Q86W67
Q8CDY7	Q5JR98
Q8CE08	P15309
Q8CE13	Q96LX7
Q8CE22	Q9Y222
Q8CE23	P83859
Q8CE33	Q9NVR0
Q8CE46	Q9H0K6
Q8CE47	Q6UXD7
Q8CE50	Q5VWJ9
Q8CE64	Q8N554
Q8CE72	Q9H799
Q8CE90	O14733
Q8CE93	Q5JW98
Q8CE94	Q7RTY0
Q8CE96	Q9UJA5
Q8CE97	A8K5M9
Q8CEC0	Q99567
Q8CEC5	Q9NYS0
Q8CEC6	Q96BP3
Q8CEE0	Q86XR8
Q8CEE6	Q96RG2
Q8CEE7	Q8NBN7
Q8CEF1	Q96JP0
Q8CEF8	A6NCQ9
Q8CEF9	Q8N3T6
Q8CEG0	Q96QZ0
Q8CEG5	Q9BUN5
Q8CEG8	A6NNY8
Q8CEI1	Q53S33
Q8CEQ0	Q00532
Q8CES0	Q147X3
Q8CEZ0	Q14681
Q8CEZ1	Q147U7
Q8CEZ4	Q08AI8
Q8CF25	A6NJJ6
Q8CF31	C9JXX5
Q8CF36	Q4G0N7
Q8CF66	Q0VGL1
Q8CF89	Q15750
Q8CF90	Q8NHW3
Q8CF93	Q8IUC8
Q8CF94	P18577
Q8CF94	Q02161
Q8CF98	Q9Y6Z7
Q8CFA1	O43187
Q8CFA2	P48728
Q8CFA7	Q5JT82
Q8CFB4	Q96PP8
Q8CFC2	Q01538
Q8CFD4	Q9Y5X2
Q8CFD5	Q13216
Q8CFE2	Q9NWY4
Q8CFE3	Q9UKL0
Q8CFE4	Q6P3W7
Q8CFE5	Q9P203
Q8CFE6	Q96QD8
Q8CFF0	Q9NR21
Q8CFG0	Q8IWU5
Q8CFG4	Q5VZB9
Q8CFG8	P09871
Q8CFG9	P00736
Q8CFH6	Q9H0K1
Q8CFI0	Q96PU5
Q8CFI2	P49427
Q8CFI5	Q7L3T8
Q8CFI7	P30876
Q8CFJ7	Q8N413
Q8CFJ9	Q96S15
Q8CFK2	Q92994
Q8CFK6	Q8IV53
Q8CFL8	Q96MP5
Q8CFN5	Q06413
Q8CFP6	Q9NZQ0
Q8CFQ3	O60306
Q8CFR0	Q7Z5L3
Q8CFS6	Q8TDN2
Q8CFU8	Q8IXH6
Q8CFV2	A5PLN7
Q8CFV4	Q9NPD7
Q8CFV9	Q969G6
Q8CFW1	Q9NQ90
Q8CFW7	Q9P2K1
Q8CFX1	O95479
Q8CFY5	Q12887
Q8CFZ4	P51654
Q8CFZ5	Q96S37
Q8CG03	O76074
Q8CG14	P09871
Q8CG16	P00736
Q8CG19	Q14766
Q8CG27	Q8TC94
Q8CG46	Q8IY18
Q8CG47	Q9NTJ3
Q8CG48	O95347
Q8CG50	Q86YS6
Q8CG64	Q9H9S5
Q8CG65	A2VEC9
Q8CG70	Q8IVL6
Q8CG71	Q8IVL5
Q8CG72	Q9NX46
Q8CG73	Q68CZ1
Q8CG76	O43488
Q8CG79	Q13625
Q8CG80	Q7M4L6
Q8CG85	Q7Z304
Q8CGA0	P49593
Q8CGA2	Q9P2M4
Q8CGA3	Q8N370
Q8CGB3	Q9BZF9
Q8CGB6	Q63HR2
Q8CGC4	Q9BX40
Q8CGC6	Q9NW13
Q8CGC7	P07814
Q8CGD2	Q9H336
Q8CGE8	Q16666
Q8CGE9	O14924
Q8CGF1	Q52LW3
Q8CGF5	Q96MV1
Q8CGF6	O94967
Q8CGF7	O14776
Q8CGI1	P78312
Q8CGK3	P36776
Q8CGK5	Q8IU57
Q8CGK6	Q8IZI9
Q8CGK7	P38405
Q8CGM1	O60241
Q8CGM2	Q8IWN7
Q8CGN4	Q6W2J9
Q8CGN5	O60240
Q8CGP0	Q8N257
Q8CGP1	O60814
Q8CGP2	P23527
Q8CGP5	
Q8CGP6	Q96KK5
Q8CGP7	Q96QV6
Q8CGQ8	Q8NFF2
Q8CGR5	Q9P0G3
Q8CGR7	O95045
Q8CGS6	O75417
Q8CGT6	Q7Z3Z4
Q8CGU1	Q9P1Z2
Q8CGV2	Q8IWU9
Q8CGV9	Q63HK5
Q8CGW4	O94993
Q8CGW9	Q8IXT2
Q8CGY6	Q8IWX7
Q8CGY8	O15294
Q8CGZ0	Q8IWX8
Q8CH02	Q8IWZ8
Q8CH09	Q8IX01
Q8CH18	Q8IX12
Q8CH19	
Q8CH25	Q9NWH9
Q8CH36	Q6YBV0
Q8CH40	P53370
Q8CH62	Q8WV07
Q8CH72	Q13049
Q8CH77	Q8NEY1
Q8CHB8	Q6EMB2
Q8CHC4	O43426
Q8CHC8	Q6IQ32
Q8CHD8	O75154
Q8CHE4	O60346
Q8CHG3	Q8IWJ2
Q8CHG5	O15033
Q8CHG7	Q9Y4G8
Q8CHH5	Q6AI39
Q8CHH9	Q92599
Q8CHI8	Q96L91
Q8CHJ2	A6NM10
Q8CHJ2	Q8IXF9
Q8CHK2	Q8WXF3
Q8CHK3	Q96N66
Q8CHK4	Q92993
Q8CHP0	Q8IXZ2
Q8CHP5	Q9BRP8
Q8CHP6	Q8NDX5
Q8CHP8	A6NDG6
Q8CHQ0	Q9UKT5
Q8CHQ6	Q96AQ2
Q8CHR6	Q12882
Q8CHR9	Q8WWB5
Q8CHS2	Q8N4W6
Q8CHS7	A6NNS2
Q8CHS8	Q8NEZ2
Q8CHT0	P30038
Q8CHT1	Q8N5V2
Q8CHT3	Q6P9B9
Q8CHU3	O95208
Q8CHV6	O75478
Q8CHW1	Q9NVV9
Q8CHW4	Q13144
